sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_scalar {1},fd_obj.out_scalar_deriv1 {1},fd_obj.out_math_utils {1},fd_obj.out_scalar_deriv2 {1},fd_obj.error_deriv1 {1},fd_obj.error_mu2 {1},fd_obj.error_mu {1},fd_obj.error_deriv2 {1}
                   0,                0.27,          1.37321182,   1.853164000000004,   7.932123000000002,                   0,-0.03287818787953232,   3.139584607580563,   3.139584607580563,                  -1
                   1,                0.42,          1.73272192,   2.819343999999999,   15.59128900000001,   7.986799999999931,-0.04813120209162799,   3.964182836445749,   4.263941370145691,-0.08759824529337309
                   2,  0.4500000000000001,           1.8256375,    3.21392800000002,  -10.36878716666662,   9.286400000000249,-0.006974200525252809,  -1.415898655955501,  -4.203703743756101,-0.02861924686189886
                   3,                0.51,          2.03805502,   3.835695999999984,   20.16121666666666,   11.13679999999892,-0.006684435199931029,   1.349414529246084,     4.2210733906719,-0.01465175537948396
                   4,                 0.6,              2.4352,             4.93618,   14.36776050000003,   14.01320000000169,  -0.014341054313099,   2.258178314696484,   1.868961761182115,-0.01592696629201626
                   5,                0.72,          3.14912512,   6.827463999999997,   31.10131800000003,   18.30439999999999,-0.02201918757620508,   3.165077585693199,   3.455020523739244,-0.02436892375916843
                   6,                0.87,   4.431198220000001,   9.990364000000005,   55.99217200000007,   24.61880000000039,-0.02805406585486637,   4.078928376712912,    4.44738549259617,-0.03020610109666934
                   7,                 0.9,   4.751200000000001,   11.01998800000001,  -37.21679216666673,   26.56639999999986,-0.003797866570239473,   -1.48524642921714,  -4.364381862833731,-0.01019374068554933
                   8,                0.96,          5.46502912,   12.71743599999999,   69.47461666666668,   29.71279999999845,-0.003545648064107538,   1.378659808968137,   4.443572440748115,-0.005542465460049626
                   9,                1.05,   6.741137500000001,   15.54808000000001,   43.88456550000021,   34.53319999999894,-0.007685483613619411,   2.312905957813452,   1.800814723808929,-0.006524741081733688
                  10,                1.17,   8.888287419999997,   20.01516399999998,   90.68896799999975,   41.41639999999916,-0.01206538883978279,   3.249294458075283,   3.476344552440402,-0.01091857399413565
                  11,                1.32,   12.43428351999999,   26.83278400000001,   149.2038220000001,   50.97080000000028,-0.01592257643540743,   4.189946222062874,   4.471967155541894,-0.01482094260266625
                  12,                1.35,          13.2758875,   28.78904800000016,  -101.2032971666663,   53.56640000000232,-0.002130015077722227,  -1.589928632086093,  -4.507852452008332,-0.005081723625513955
                  13,                1.41,   15.10640421999999,   32.14537599999977,   183.5070166666664,    58.0087999999904,-0.002008440342324678,   1.406052138728795,   4.697194326527546,-0.002846612943315224
                  14,                 1.5,               18.25,    37.5809800000001,   102.1968705000007,   64.77320000000145,-0.004477350993374935,   2.355527867549677,   1.707201867549689,-0.003489230769208426
                  15,                1.62,   23.27087872000001,   45.79026400000001,   206.9199180000002,   74.24839999999813,-0.007266274668824764,   3.306750069115897,    3.48602744551465,-0.006120023130821387
                  16,                1.77,         31.07825782,   57.72060399999998,   319.6651719999999,   87.04279999999949,-0.009947759682050901,   4.260457566070884,   4.483054537860043,-0.008732530383927602
                  17,                 1.8,             32.8672,   60.89510800000009,  -219.4598021666666,   90.28639999999507,-0.001326620309628597,  -1.667080097087377,  -4.599117721179916,-0.003021201413482034
                  18,                1.86,         36.69212032,   66.49351599999966,   391.4184166666665,   96.02479999998877,-0.001263667349744047,    1.42469233818533,   4.879126530073073,-0.001721585522164774
                  19,                1.95,   43.08538750000001,   75.40888000000024,   199.1461755000014,   104.7331999999951,-0.002877562759082906,   2.383928741909255,   1.633285627392533,-0.002160823170778391
                  20,                2.07,   52.94537902000002,   88.52676400000001,   399.4771680000002,   116.8003999999964,-0.004787716034612985,   3.344391640567762,   3.490897066533515,-0.003899107605848964
                  21,                2.22,   67.66770112000002,   107.0278240000001,   591.4332220000001,   132.8348000000015,-0.006735367614314817,   4.306393456017203,   4.488756847289645,-0.005739452222118358
                  22,                2.25,          70.9609375,   111.7121679999999,  -409.1178071666672,   136.7264000000018,-0.0008973236444953529,  -1.721835358300735,  -4.658963060182603,-0.001997080291957435
                  23,                2.31,   77.92041742000001,   120.1358560000008,    722.368816666669,   143.7608000000159,-0.0008613813432247712,   1.437525925356204,   5.007753269307543,-0.001150588078240457
                  24,                 2.4,   89.33920000000001,           133.40578,   344.5739804999998,     154.41320000001,-0.001991591357950411,   2.403463679753425,   1.577757350080793,-0.001466632177897372
                  25,                2.52,        106.52856832,   152.5986639999996,   688.0437180000013,   169.0723999999973,-0.003373928806995888,   3.370272143474869,   3.493632444117401,-0.002696874174201607
                  26,                2.67,        131.47549342,   179.1284440000002,   988.5649719999999,   188.3467999999921,-0.004841999892398989,   4.338093120264592,   4.492027500177167,-0.004054705743045022
                  27,                 2.7,   136.9611999999999,   185.6142279999986,  -687.3088121666685,   192.8863999999885,-0.0006448576997283623,  -1.761824738604689,  -4.700500781583711,-0.001416442327663293
                  28,                2.76,   148.4578355199999,   197.4463960000012,   1205.518216666672,   201.2168000000729,-0.0006226267580797047,   1.446751943499278,   5.101745350508272,-0.0008223161504036771
                  29,                2.85,         167.0716375,   215.9456800000005,   548.3217854999966,    213.813199999975,-0.001455744345358757,   2.417542764397568,   1.535468962200664,-0.00105961502534537
                  30,                2.97,   194.6055266199999,   242.3799639999991,   1092.302568000002,   231.0643999999738,-0.002499390050389914,   3.388972152962539,   3.495307532224618,-0.001974761750204387
                  31,                3.12,   233.7428147199999,   278.3964639999994,   1535.117421999997,    253.578799999992,-0.003641051059809083,   4.361102867265426,    4.49406396585445,-0.003014795616703771
                  32,   3.149999999999999,   242.2403874999998,          286.975288,  -1071.164317166665,   258.7664000000505,-0.0004848657939598061,  -1.792051589174354,  -4.730791433963333,-0.001056207535320622
                  33,                3.21,   259.9392146199999,   302.7991360000015,    1870.02661666667,   268.3928000000542,-0.0004702292641259939,   1.453658303923606,   5.172895009273772,-0.0006166256573828938
                  34,   3.299999999999999,   288.3111999999998,    327.402579999999,   820.2310904999941,   282.9331999999413,-0.001108778823919376,   2.428112790832469,   1.502489857093154,-0.000800960587860684
                  35,   3.419999999999999,   329.7296339199999,    362.244664000001,    1631.93671800002,    302.776400000017,-0.001923278777354654,   3.403051102523353,   3.496403151280927,-0.001507748481642175
                  36,   3.569999999999999,   387.6791450199998,   409.2058839999993,   2255.147571999988,   328.5307999999495,-0.00283442432368392,   4.378496149431768,   4.495413469832751,-0.002328592738150565
                  37,   3.599999999999999,   400.1391999999997,   420.1693479999985,  -1577.815822166663,   334.3664000000226,-0.0003774480881627406,  -1.815606945052445,  -4.753772820670201,-0.000817595027424248
                  38,   3.659999999999999,   425.9676947199997,   440.5680760000014,   2745.054016666672,   345.2888000001622,-0.0003673269615248279,   1.459004904790143,   5.228426056715694,-0.0004793686224222232
                  39,   3.749999999999999,   467.0546874999995,   472.1504799999984,   1170.143395499994,   361.7731999998796,-0.0008718846713423831,    2.43631736966009,   1.476166423488946,-0.0006265193373487558
                  40,   3.869999999999999,   526.4225702199996,   516.5667640000001,   2326.629168000014,   384.2084000000032,-0.001524599551776643,   3.414007035904389,    3.49715729332778,-0.001188564820968256
                  41,                4.02,   608.4622643199998,   575.9307040000003,   3172.712422000018,   413.2028000000064,-0.002267619641604361,   4.392075747934073,   4.496352069805132,-0.001852309928056334
                  42,                4.05,   625.9666374999998,   589.5704079999944,  -2224.394827166683,    419.686399999915,-0.0003019795726577737,  -1.834439724730121,  -4.771768520253436,-0.0006514906183564353
                  43,   4.109999999999999,   662.1147158199997,   615.1272160000117,    3859.76041666667,    431.904800000204,-0.0002947009278149351,   1.463259072097261,   5.272886065393441,-0.0003832708739035557
                  44,   4.199999999999999,   719.2671999999995,    654.563379999996,   1607.900200500007,   450.3331999997608,-0.0007032108747216909,   2.442860470761379,   1.454719522490791,-0.0005033735800758955
                  45,   4.319999999999999,   801.1743155199996,   709.7202640000005,   3196.062918000009,   475.3604000000341,-0.001237658762791874,   3.422763165251019,   3.497697817915355,-0.0009608724014533734
                  46,                4.47,   913.2382526199997,   782.9449239999976,   4311.868972000011,   507.5947999999771,-0.001854615739496191,   4.402957636836581,   4.497030480700719,-0.001508375140889556
                  47,                 4.5,                 937,   799.5524680000069,  -3028.032832166647,    514.726400000196,-0.000246992185049189,  -1.849821714285696,  -4.786224235281834,-0.0005312621355417311
                  48,                4.56,   985.9200179199997,   830.8505560000049,   5243.305816666629,   528.2407999998031,-0.0002415879660263618,    1.46672101220682,   5.309244254846591,-0.0003133951447159465
                  49,   4.649999999999999,        1062.8821375,    879.015279999996,   2143.343005500025,   548.6132000000216,-0.0005789719331340734,   2.448195413544469,   1.436933826743912,-0.0004132351869000034
                  50,                4.77,       1172.44314982,   946.0791640000007,   4259.920968000011,   576.2324000000663,-0.001024445015095399,   3.429915464258748,   3.498098124481727,-0.0007928008411000719
                  51,                4.92,       1321.12148992,   1034.622543999999,   5696.674222000001,   611.7067999999417,-0.001544609451210419,   4.411865563846771,   4.497536389615187,-0.001251972330004423
                  52,                4.95,        1352.4848875,         1054.489528,  -4005.861337166637,   619.4863999999579,-0.0002057178940306107,  -1.862611974042057,  -4.798081586836373,-0.0004414612108593091
                  53,                5.01,       1416.89164102,   1092.112096000008,   6924.850216666625,   634.2968000000401,-0.0002015979920935941,   1.469591316894351,   5.339508742852844,-0.0002610083749010111
                  54,                 5.1,           1517.8012,   1149.880179999998,   2786.313310500043,   656.6132000002544,-0.0004848761949810282,   2.452625918997809,    1.42195868921232,-0.0003452895678484783
                  55,                5.22,       1660.65565312,   1230.017463999997,   5537.886317999979,   686.8244000000414,-0.0008617810318102804,   3.435864315362723,   3.498402693097713,-0.000665229507029668
                  56,                5.37,       1853.19465622,   1335.337563999993,   7351.185172000013,    725.538799999922,-0.001306096026330593,   4.419287804555195,   4.497923533481967,-0.001055753941698892
                  57,                 5.4,   1893.635200000001,   1358.755588000021,  -5175.011842166595,   733.9664000004559,-0.0001739612889402655,  -1.873409259215627,  -4.807978150104337,-0.0003726302020377765
                  58,                5.46,       1976.50592512,    1403.28583600001,   8933.553616666584,   750.0727999992232,-0.0001707500163260119,   1.472008682894655,   5.365081142485518,-0.0002207298383777062
                  59,                5.55,        2105.8943875,   1471.532079999983,   3546.652615500043,   774.3332000006922,-0.0004119313502208686,   2.456362541296207,   1.409184064882512,-0.0002928114017090819
                  60,                5.67,       2288.20670542,   1565.909163999997,   7049.641968000021,   807.1364000003086,-0.0007349044766247448,   3.440888002071436,      3.498639714557,-0.0005661263285039452
                  61,                5.82,   2532.508731520001,         1689.463984,   9299.458822000073,   849.0907999999181,-0.001118723579721912,   4.425564985561107,   4.498226293137273,-0.0009022688037173181
                  62,   5.850000000000001,        2583.6331375,   1716.724647999969,  -6552.615847166741,    858.166399999478,-0.0001490127581715906,  -1.882642601939883,  -4.816360085141759,-0.0003187176745283901
