sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_mat3x3[0][0] {1},fd_obj.in_mat3x3[0][1] {1},fd_obj.in_mat3x3[0][2] {1},fd_obj.in_mat3x3[1][0] {1},fd_obj.in_mat3x3[1][1] {1},fd_obj.in_mat3x3[1][2] {1},fd_obj.in_mat3x3[2][0] {1},fd_obj.in_mat3x3[2][1] {1},fd_obj.in_mat3x3[2][2] {1},fd_obj.out_mat3x3_deriv1[0][0] {1},fd_obj.out_mat3x3_deriv1[0][1] {1},fd_obj.out_mat3x3_deriv1[0][2] {1},fd_obj.out_mat3x3_deriv1[1][0] {1},fd_obj.out_mat3x3_deriv1[1][1] {1},fd_obj.out_mat3x3_deriv1[1][2] {1},fd_obj.out_mat3x3_deriv1[2][0] {1},fd_obj.out_mat3x3_deriv1[2][1] {1},fd_obj.out_mat3x3_deriv1[2][2] {1},fd_obj.error_deriv1_mx[0][0] {1},fd_obj.error_deriv1_mx[0][1] {1},fd_obj.error_deriv1_mx[0][2] {1},fd_obj.error_deriv1_mx[1][0] {1},fd_obj.error_deriv1_mx[1][1] {1},fd_obj.error_deriv1_mx[1][2] {1},fd_obj.error_deriv1_mx[2][0] {1},fd_obj.error_deriv1_mx[2][1] {1},fd_obj.error_deriv1_mx[2][2] {1}
                   0,                0.27,          1.37321182,          1.39820923,          1.42320664,          1.45142623,          1.47642364,          1.50142105,          1.52964064,          1.55463805,          1.57963546,   1.853164000000004,   2.106496000000005,   2.359828000000004,   2.452996000000006,   2.706328000000008,   2.959660000000003,   3.052828000000006,   3.306160000000008,   3.559492000000006,-0.03287818787953232,-0.04838281240117648,-0.06021438231672296,-0.03230901780585645,-0.04448637304718674,-0.05434921527529173,-0.03196318652675402,-0.04198709961576798,-0.05042027567352265
                   1,                0.42,          1.73272192,          1.83792688,          1.94313184,          1.94023888,          2.04544384,           2.1506488,          2.14775584,           2.2529608,          2.35816576,   2.819343999999999,   3.553365999999997,   4.287388000000002,   3.904665999999997,   4.638687999999996,   5.372710000000001,   4.989987999999996,   5.724009999999999,   6.458031999999999,-0.04813120209162799, -0.0618066586120086,-0.07058734777828238,-0.04723716624827805, -0.0579064008994675,-0.06551163955640274,-0.04673129296405873,-0.05546883250607273,-0.06211122393733595
                   2,  0.4500000000000001,           1.8256375,   1.957768750000001,   2.089900000000001,   2.069143750000001,   2.201275000000001,   2.333406250000001,             2.31265,   2.444781250000001,   2.576912500000001,    3.21392800000002,   4.171942000000028,   5.129956000000023,    4.46984200000003,   5.427856000000039,   6.385870000000033,   5.725756000000013,   6.683770000000022,   7.641784000000016,-0.006974200525252809,-0.008686705477004342,-0.009756587202003481,-0.006922461675176882,-0.008248492600029496,-0.009174553917760698,-0.006893417743472071,-0.007974768089050744,-0.008783448991502128
                   3,                0.51,          2.03805502,          2.23835803,          2.43866104,          2.36580703,          2.56611004,          2.76641305,          2.69355904,   2.893862050000001,          3.09416506,   3.835695999999984,   5.130993999999994,   6.426291999999997,   5.376093999999974,   6.671391999999969,   7.966689999999971,   6.916492000000012,   8.211790000000015,    9.50708800000001,-0.006684435199931029,-0.008007482775928427,-0.008795499093365761,-0.00665507291793425,-0.007678696584989615,-0.00836826854138811,-0.006638788656608721,-0.007473149600777686,-0.008079274463707311
                   4,                 0.6,              2.4352,              2.7808,              3.1264,              2.9248,              3.2704,   3.616000000000001,   3.414400000000001,                3.76,              4.1056,             4.93618,   6.837520000000001,   8.738860000000013,   6.971020000000014,   8.872360000000018,   10.77370000000003,   9.005860000000013,             10.9072,   12.80854000000001,  -0.014341054313099,-0.01646720368239335,-0.01766411870503438,-0.01427884615384437,-0.01593167701863152,-0.01699817518247941,-0.01424474605954319,-0.01559566787003615,-0.01654330466830359
                   5,                0.72,          3.14912512,          3.79111168,          4.43309824,          3.93626368,          4.57825024,           5.2202368,          4.72340224,           5.3653888,   6.007375359999999,   6.827463999999997,   9.786195999999997,   12.74492799999999,   9.696195999999988,   12.65492799999999,   15.61365999999999,   12.56492799999997,            15.52366,   18.48239199999999,-0.02201918757620508,-0.02424677268057379,-0.02543592203076383,-0.02198669864242993,-0.02371788858332138,-0.02478988867347609,-0.02196904407259456,-0.02338418255390256,-0.02434390340312138
                   6,                0.87,   4.431198220000001,          5.66259883,          6.89399944,   5.760995830000001,          6.99239644,          8.22379705,   7.090793440000001,          8.32219405,   9.553594660000002,   9.990364000000005,   14.73064599999999,   19.47092799999998,           14.240446,   18.98072799999999,   23.72100999999998,           18.490528,            23.23081,   27.97109200000001,-0.02805406585486637,-0.02982131317311876,-0.03072558007836349,-0.02813740723916695,-0.02948850995283274,-0.03029781507438533,-0.02818243033439031, -0.0292773612642105,-0.02999982105807913
                   7,                 0.9,   4.751200000000001,              6.1363,   7.521400000000001,   6.217300000000001,              7.6024,   8.987500000000001,   7.683400000000001,              9.0685,             10.4536,   11.01998800000001,   16.34228200000002,   21.66457600000008,   15.71768200000003,   21.03997600000001,   26.36227000000002,   20.41537599999999,   25.73766999999999,           31.059964,-0.003797866570239473,-0.004005241345683972,-0.004110692286472342,-0.003822917987068837,-0.003977655747017415,-0.004069890442009289, -0.0038364399336397,-0.003960139318885802,-0.004041428846277148
                   8,                0.96,          5.46502912,          7.19911168,   8.933194239999999,   7.235975679999999,          8.97005824,          10.7041408,          9.00692224,          10.7410048,         12.47508736,   12.71743599999999,   18.99585400000001,   25.27427199999997,           18.156454,   24.43487200000007,   30.71329000000006,   23.59547200000003,   29.87389000000005,           36.152308,-0.003545648064107538,-0.003701688915891053,-0.003780186625431091,-0.003576957321934888,-0.003690218653525709,-0.003757162059764993,-0.003593831501394612,-0.003682924942101563,-0.003741064830573313
                   9,                1.05,   6.741137500000001,   9.114268750000001,             11.4874,          9.05914375,           11.432275,         13.80540625,            11.37715,         13.75028125,          16.1234125,   15.54808000000001,   23.41911999999999,   31.29016000000001,            22.22512,   30.09615999999997,   37.96719999999996,   28.90215999999998,   36.77319999999996,   44.64423999999994,-0.007685483613619411,-0.007937644292885777,-0.008062895274928591,-0.007762846555649668,-0.00793882058212856,-0.00804180274330615,-0.007804459396832178,-0.007939569703919671,-0.008027018919911085
