sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_vec3[0] {1},fd_obj.in_vec3[1] {1},fd_obj.in_vec3[2] {1},fd_obj.out_vec3_deriv1[0] {1},fd_obj.out_vec3_deriv1[1] {1},fd_obj.out_vec3_deriv1[2] {1},fd_obj.out_vec3_deriv2[0] {1},fd_obj.out_vec3_deriv2[1] {1},fd_obj.out_vec3_deriv2[2] {1},fd_obj.error_deriv1_vec[0] {1},fd_obj.error_deriv1_vec[1] {1},fd_obj.error_deriv1_vec[2] {1},fd_obj.error_deriv2_vec[0] {1},fd_obj.error_deriv2_vec[1] {1},fd_obj.error_deriv2_vec[2] {1}
                   0,                0.27,          1.37321182,          1.39820923,          1.42320664,   1.853164000000004,   2.106496000000005,   2.359828000000004,                   0,                   0,                   0,-0.03287818787953232,-0.04838281240117648,-0.06021438231672296,                  -1,                  -1,                  -1
                   1,                0.42,          1.73272192,          1.83792688,          1.94313184,   2.819343999999999,   3.553365999999997,   4.287388000000002,   7.986799999999931,   12.24019999999996,   16.49359999999999,-0.04813120209162799, -0.0618066586120086,-0.07058734777828238,-0.08759824529337309,-0.08589735930218993,-0.08507144759030875
                   2,  0.4500000000000001,           1.8256375,   1.957768750000001,   2.089900000000001,    3.21392800000002,   4.171942000000028,   5.129956000000023,   9.286400000000249,   14.27960000000014,   19.27280000000027,-0.006974200525252809,-0.008686705477004342,-0.009756587202003481,-0.02861924686189886,  -0.027937372362142,-0.02760847628656595
                   3,                0.51,          2.03805502,          2.23835803,          2.43866104,   3.835695999999984,   5.130993999999994,   6.426291999999997,   11.13679999999892,    17.2351999999994,   23.33359999999942,-0.006684435199931029,-0.008007482775928427,-0.008795499093365761,-0.01465175537948396,-0.01420760026542632,-0.01399547006526901
                   4,                 0.6,              2.4352,              2.7808,              3.1264,             4.93618,   6.837520000000001,   8.738860000000013,   14.01320000000169,    21.8198000000009,   29.62640000000147,  -0.014341054313099,-0.01646720368239335,-0.01766411870503438,-0.01592696629201626, -0.0153519855595262,-0.01507978723399371
                   5,                0.72,          3.14912512,          3.79111168,          4.43309824,   6.827463999999997,   9.786195999999997,   12.74492799999999,   18.30439999999999,   28.61660000000006,   38.92879999999934,-0.02201918757620508,-0.02424677268057379,-0.02543592203076383,-0.02436892375916843,-0.02340422627497872,-0.02294996385834105
                   6,                0.87,   4.431198220000001,          5.66259883,          6.89399944,   9.990364000000005,   14.73064599999999,   19.47092799999998,   24.61880000000039,   38.53820000000036,   52.45760000000064,-0.02805406585486637,-0.02982131317311876,-0.03072558007836349,-0.03020610109666934,-0.02898076012133628, -0.0284046289024761
                   7,                 0.9,   4.751200000000001,              6.1363,   7.521400000000001,   11.01998800000001,   16.34228200000002,   21.66457600000008,   26.56639999999986,   41.54959999999994,   56.53279999999964,-0.003797866570239473,-0.004005241345683972,-0.004110692286472342,-0.01019374068554933,-0.009780743565301874,-0.009586545199725981
                   8,                0.96,          5.46502912,          7.19911168,   8.933194239999999,   12.71743599999999,   18.99585400000001,   25.27427199999997,   29.71279999999845,   46.44919999999902,   63.18559999999778,-0.003545648064107538,-0.003701688915891053,-0.003780186625431091,-0.005542465460049626,-0.005319331186205931,-0.005214368482074453
                   9,                1.05,   6.741137500000001,   9.114268750000001,             11.4874,   15.54808000000001,   23.41911999999999,   31.29016000000001,   34.53319999999894,   53.94979999999941,   73.36640000000079,-0.007685483613619411,-0.007937644292885777,-0.008062895274928591,-0.006524741081733688,-0.006266347393637605,-0.006144676239490826
