sys.exec.out.time {s},ventset_obj.extra_vent.force_mag {N},ventset_obj.extra_vent.impulse_mag {N*s},ventset_obj.extra_vent.duration {s},ventset_obj.extra_vent.stop_time {s},ventset_obj.extra_vent.direction[0] {--},ventset_obj.extra_vent.direction[1] {--},ventset_obj.extra_vent.direction[2] {--},ventset_obj.extra_vent.force[0] {N},ventset_obj.extra_vent.force[1] {N},ventset_obj.extra_vent.force[2] {N},ventset_obj.extra_vent.impulse[0] {N*s},ventset_obj.extra_vent.impulse[1] {N*s},ventset_obj.extra_vent.impulse[2] {N*s}
                   0,                   4,                   8,                   2,                   0,  0.1111111111111111,  0.4444444444444444, -0.8888888888888888,  0.4444444444444444,   1.777777777777778,  -3.555555555555555,  0.8888888888888888,   3.555555555555555,  -7.111111111111111
