sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_scalar {1},fd_obj.out_scalar_deriv1 {1},fd_obj.out_math_utils {1},fd_obj.out_scalar_deriv2 {1},fd_obj.error_deriv1 {1},fd_obj.error_mu2 {1},fd_obj.error_mu {1},fd_obj.error_deriv2 {1}
                   0,                   9,        -16117776.38,  -5447377.640000001,        -21137869.53,                   0, -0.2404848410865628,   1.947203846724577,   1.947203846724577,                  -1
                   1,                  14,        -94533364.08,        -22369737.44,       -127238529.95,         -4744967.96, -0.1724033229060305,   3.081759829140368,   3.707350046793464, -0.1813849313178872
                   2,                  15,        -124601865.5,  -32466065.40000001,    72221961.4083333,  -6279463.959999979,-0.02358547892819198, -0.8227095647474273,  -3.172070159736213,-0.05637243444458238
                   3,                  17,       -205634972.22,  -47481921.31999999,  -192490696.2333333,  -8321767.960000008,-0.01925681953677509,   1.200084968126058,   2.975911934168967,-0.02655991058681158
                   4,                  20,          -394075812,  -76191849.20000002,      -250241941.275,  -11523431.96000001,-0.03378242773328283,    2.07072833544097,   2.173412425564818,-0.02627661740781596
                   5,                  24,       -817435736.48,       -130426477.04,  -601090306.6800001,  -16417543.95999999,-0.04307517941267417,   2.967933375274054,   3.410133946193567,-0.03677873160753391
                   6,                  29,      -1743124521.18,  -229192076.8400001,      -1300964412.62,        -23838287.96,-0.04708058621027469,    3.89304120384661,   4.409062400968575,-0.04224116242063169
                   7,                  30,         -1996373702,  -264601084.8000003,   835104669.0583333,  -26261263.95999977,-0.006281895065744194,  -1.311598905374497,  -4.136263140363342,-0.01408358488998417
                   8,                  32,      -2584602047.52,  -321357500.7199998,  -1637070992.233333,  -30080527.96000018,-0.005633992400132194,   1.338393275788161,   4.065535246749896,-0.00749172221380266
                   9,                  35,       -3699247645.5,        -418009148.6,  -1237671749.925001,  -35947631.95999932,-0.01155168119241419,   2.258152832405029,   1.926669343353721,-0.008576392920403263
                  10,                  39,      -5703632287.58,  -575123376.4399998,  -2613332353.980001,  -44395663.96000028,-0.01711943938564352,   3.185752839379304,   3.466160956716858, -0.0139235160044442
                  11,                  44,  -9241773269.280001,  -822368216.2400001,  -4589865459.320004,  -56258807.96000028,-0.02140430016194106,   4.122855122794157,   4.461814443488849,-0.01834522373013709
                  12,                  45,      -10111220529.5,   -896417104.200001,   3077333126.708335,  -59570263.95999858,-0.00284899427896889,  -1.517142189775081,  -4.423145104950193,-0.006257961415750692
