sys.exec.out.time {s},vehicle.planet_rel_state.br_ref_longitude {rad},vehicle.planet_rel_state.br_ref_geodetic_latitude {rad},vehicle.planet_rel_state.T_inrtl_br[0][0] {--},vehicle.planet_rel_state.T_inrtl_br[0][1] {--},vehicle.planet_rel_state.T_inrtl_br[0][2] {--},vehicle.planet_rel_state.T_inrtl_br[1][0] {--},vehicle.planet_rel_state.T_inrtl_br[1][1] {--},vehicle.planet_rel_state.T_inrtl_br[1][2] {--},vehicle.planet_rel_state.T_inrtl_br[2][0] {--},vehicle.planet_rel_state.T_inrtl_br[2][1] {--},vehicle.planet_rel_state.T_inrtl_br[2][2] {--},vehicle.planet_rel_state.E_br_body_YPR[0] {rad},vehicle.planet_rel_state.E_br_body_YPR[1] {rad},vehicle.planet_rel_state.E_br_body_YPR[2] {rad}
                   0,  -0.838712736058119, -0.2260724980108255,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0
                   5,  -0.838712736058119, -0.2260724980108255,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0
                  10,  -0.838712736058119, -0.2260724980108255,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0
                  15,  -0.838712736058119, -0.2260724980108255,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0
                  20,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
                  25,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
                  30,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
                  35,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
                  40,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
                  45,  -0.838712736058119, -0.2260724980108255,  0.1498276630979024, -0.1667202904488086,   0.974554265355853,  0.7437833024251165,  0.6684208248054423,                   0, -0.6514123658668212,  0.7248571898788596,  0.2241516983578613,   1.372016594355177,  0.7094444544198373,   1.270888125687667
