sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_scalar {1},fd_obj.out_scalar_deriv1 {1},fd_obj.out_math_utils {1},fd_obj.out_scalar_deriv2 {1},fd_obj.error_deriv1 {1},fd_obj.error_mu2 {1},fd_obj.error_mu {1},fd_obj.error_deriv2 {1}
                   0,-5.551115123125783e-17,-5.551115123125783e-17,   1.007441077443525,   1.007441077443524,                   0,0.007441077443524513,0.007441077443524291,0.007441077443524291,                  -1
                   1,  0.1499999999999999,  0.1494381324735992,  0.9962542164906614,  0.9887963091887527, -0.1491581460381717,0.007568120388633747,0.007568120388633859,2.551778998546938e-05,-0.001873594314871046
                   2,  0.2999999999999999,  0.2955202066613395,  0.9626936336320722,  0.9552357263301644, -0.2983162920763416, 0.00770110279489049,0.007701102794890955,-0.0001054736175040424,0.009461570992356378
                   3,                0.45,  0.4349655341112302,  0.9075130272064389,  0.9003482248140179, -0.4407748973262298,0.007847129315314855,0.007847129315315102,-0.0001098093806961647, 0.01335591618050823
                   4,                 0.6,  0.5646424733950354,   0.831951634671749,  0.8252408432041509, -0.5733346486365063,0.008016156873097917,0.008016156873099126,-0.0001148280818316307, 0.01539412221189691
                   5,                0.75,  0.6816387600233341,  0.7377064020036359,  0.7316003313696156, -0.6930185397745383,0.008224169296270557,0.008224169296272378,-0.0001210043065731153, 0.01669473688792966
                   6,                 0.9,  0.7833269096274834,  0.6268938739471634,   0.621529653329256, -0.7971387285685587,0.008500355441852105,0.008500355441853177,-0.0001292047192097068,   0.017632253879346
                   7,                1.05,   0.867423225594017,   0.502002660984838,  0.4975007592135424,  -0.883356900048085,0.008906493076493084,0.008906493076493532,-0.0001412636014140297, 0.01836897374191996
                   8,                 1.2,  0.9320390859672263,  0.3658375505103142,  0.3622990705938932, -0.9497367799570533,0.009603205645940104,0.009603205645941635,-0.0001619501226494143, 0.01898814572938342
                   9,                1.35,  0.9757233578266591,  0.2214565173502967,  0.2189609259191651, -0.9947876192990606, 0.01118609796701873, 0.01118609796701645,-0.0002089487516750761, 0.01953859290082539
