sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_vec3[0] {1},fd_obj.in_vec3[1] {1},fd_obj.in_vec3[2] {1},fd_obj.out_vec3_deriv1[0] {1},fd_obj.out_vec3_deriv1[1] {1},fd_obj.out_vec3_deriv1[2] {1},fd_obj.out_vec3_deriv2[0] {1},fd_obj.out_vec3_deriv2[1] {1},fd_obj.out_vec3_deriv2[2] {1},fd_obj.error_deriv1_vec[0] {1},fd_obj.error_deriv1_vec[1] {1},fd_obj.error_deriv1_vec[2] {1},fd_obj.error_deriv2_vec[0] {1},fd_obj.error_deriv2_vec[1] {1},fd_obj.error_deriv2_vec[2] {1}
                   0,-5.551115123125783e-17,-5.551115123125783e-17,-1.110223024625157e-16,-1.665334536937735e-16,   1.007441077443525,   2.058127844167743,   3.188450756058124,                   0,                   0,                   0,0.007441077443524513, 0.02906392208387154, 0.06281691868604138,                  -1,                  -1,                  -1
                   1,  0.1499999999999999,  0.1494381324735992,  0.2955202066613394,  0.4349655341112301,  0.9962542164906614,   1.970134711075597,   2.899770227408202, -0.1491581460381717,  -1.173241774561937,   -3.84907371533231,0.007568120388633747, 0.03112083203207711, 0.07345570137017429,-0.001873594314871046,-0.007477536124585461,-0.01676150471779717
                   2,  0.2999999999999999,  0.2955202066613395,  0.5646424733950353,  0.7833269096274833,  0.9626936336320722,    1.70615531179916,   2.033728641458432, -0.2983162920763416,  -2.346483549123882,   -7.69814743066464, 0.00770110279489049, 0.03361304236572597, 0.09057058566607751,0.009461570992356378, 0.03892447862411971, 0.09194476023434589
                   3,                0.45,  0.4349655341112302,  0.7833269096274833,  0.9757233578266591,  0.9075130272064389,   1.289770139878826,  0.7627598969375806, -0.4407748973262298,  -3.310120936660058,  -10.01447537951899,0.007847129315314855, 0.03744325679573743,  0.1609385190653006, 0.01335591618050823, 0.05643023876015236,  0.1404046830360907
                   4,                 0.6,  0.5646424733950354,  0.9320390859672263,  0.9738476308781953,   0.831951634671749,  0.7581736426226038, -0.6600787634818919, -0.5733346486365063,  -3.978075079296097,  -10.33686324347564,0.008016156873097917, 0.04616726599045416,-0.03158351250597553, 0.01539412221189691, 0.06703547608409528,  0.1793840473282798
                   5,                0.75,  0.6816387600233341,  0.9974949866040544,  0.7780731968879212,  0.7377064020036359,  0.1588517519024708,  -1.951491916741195, -0.6930185397745383,  -4.290679622805534,  -8.601121730488046,0.008224169296270557,  0.1228303364946307, 0.03553744068542694, 0.01669473688792966, 0.07536370619090542,   0.228265150501145
                   6,                 0.9,  0.7833269096274834,  0.9738476308781951,  0.4273798802338298,  0.6268938739471634, -0.4546598927146874,  -2.854351719906667, -0.7971387285685587,  -4.220010534331578,  -5.152847034925536,0.008500355441852105,0.0005627222074220444, 0.05240558699160422,   0.017632253879346, 0.08333439455155379,  0.3396479008860245
                   7,                1.05,   0.867423225594017,  0.8632093666488737,-0.008407247367149063,   0.502002660984838,  -1.027558123207017,  -3.188893553829483,  -0.883356900048085,  -3.772380473077185, -0.6786106324425489,0.008906493076493084, 0.01769441602551621,   0.063002086061849, 0.01836897374191996, 0.09254504724682562,  -9.968593177968348
                   8,                 1.2,  0.9320390859672263,   0.675463180551151, -0.4425204432948521,  0.3658375505103142,  -1.508667646879492,  -2.888508200607104, -0.9497367799570533,  -2.987774899259641,   3.930741079708355,0.009603205645940104, 0.02297294856393866,  0.0736850073902911, 0.01898814572938342,  0.1058244865477849, -0.0130421871482278
                   9,                1.35,  0.9757233578266591,  0.4273798802338302,  -0.788525254426195,  0.2214565173502967,  -1.855012382847467,  -2.013004124887753, -0.9947876192990606,  -1.936280292035313,   7.757459463086459, 0.01118609796701873, 0.02592055248421785, 0.09105493015063389, 0.01953859290082539,  0.1326459091709735, 0.09310378520491179
                  10,                 1.5,  0.9974949866040544,  0.1411200080598677, -0.9775301176650969,  0.0721020482425101,  -2.035654387348558, -0.7366992619512081,  -1.017497673346568, -0.7118235330526872,     10.039622710601, 0.01929460796623687, 0.02811606872720305,  0.1649493078776448, 0.02005291957467631,  0.2610251778590969,  0.1411552589046658
                  11,                1.65,  0.9968650284539189, -0.1577456941432478,  -0.971903069401821,-0.07887167742600676,  -2.034457448117947,   0.686286693429099,  -1.017356923245522,  0.5762183021482628,   10.32283889386287,-0.003149754565265582, 0.03012614035916302,-0.02812121350066771, 0.02055633832735116,-0.08679234435235532,  0.1801404228757414
                  12,                 1.8,  0.9738476308781953, -0.4425204432948517, -0.7727644875559883, -0.2280741152567849,  -1.851528484172322,   1.972628990914076, -0.9943685299397984,   1.812788272541159,   8.550718029463837,0.003838083292657082, 0.03234519489717927, 0.03600185521980068, 0.02107198129454588, 0.02412685109176793,  0.2294557997305776
                  13,                1.95,  0.9289597150038694, -0.6877661591839731, -0.4197640178398605, -0.3721545001575146,  -1.503207995052535,   2.866209424341836, -0.9490487631829367,   2.887427265486826,   5.076099651468148,0.005331634269185572, 0.03536375661696549, 0.05263123714053061, 0.02162531685131646, 0.04956722096967026,  0.3436384454479835
                  14,                 2.1,  0.8632093666488739, -0.8715757724135877, 0.01681390048434882, -0.5078770973022015,  -1.020610412665738,   3.189110950854997, -0.8824154072327417,   3.704140980290289,  0.5908004153718451,0.006003795364028392, 0.04088514545656395, 0.06318727961728585, 0.02224957388776826, 0.06248392208995668,  -4.904179798017521
                  15,                2.25,  0.7780731968879215, -0.9775301176650969,   0.450044073780616, -0.6321938697595413, -0.4468447417497097,    2.87704200521531,   -0.79596490361088,   4.189974813186822,  -4.012130607287276, 0.00639989788074409, 0.05989954011498443, 0.07391622404692041, 0.02299488890572298, 0.07157179545395681,-0.00944748376822856
                  16,   2.399999999999999,  0.6754631805511513, -0.9961646088358408,  0.7936678638491521, -0.7423129308311953,  0.1668362391309248,   1.992137323031138, -0.6916387442523941,   4.301530674818892,  -7.816223174556495,0.006671083827097056,-0.04663898611813357, 0.09154983063409444, 0.02394736555150826, 0.07952306191790903, 0.09424770886585022
