sys.exec.out.time {s},test.att_manager.maneuver.active {--},test.att_manager.maneuver.maneuvering {--},test.att_manager.maneuver.currentEuler {rad},test.att_manager.maneuver.eulerTarget {rad},test.att_manager.quatBodyWrtRef.scalar {--},test.att_manager.quatBodyWrtRef.vector[0] {--},test.att_manager.quatBodyWrtRef.vector[1] {--},test.att_manager.quatBodyWrtRef.vector[2] {--},test.att_manager.maneuver.mnvrRate[0] {rad/s},test.att_manager.maneuver.mnvrRate[1] {rad/s},test.att_manager.maneuver.mnvrRate[2] {rad/s}
                   0,0,0,                   0,                   0,  0.9999812813669918,-0.002487458437707985,0.002512458229375347,-0.004993698008033518,               0.001,               0.002,               0.002
                0.05,0,0,                   0,                   0,   0.999981126958266,-0.002512099825479827,0.002462441537235038,-0.005037009372557061,               0.001,               0.002,              0.0015
                 0.1,0,0,                   0,                   0,   0.999981030988414,-0.00253677198241034,0.002412393432699583,-0.00506782095022218,               0.001,               0.002,               0.001
                0.15,0,0,                   0,                   0,  0.9999809946081921,-0.002561474284727546, 0.00236231360944302,-0.005086132745964366,               0.001,               0.002,0.0005000000000000002
                 0.2,0,0,                   0,                   0,  0.9999810184996146,-0.002586206107500205,0.002312201759947806,-0.005091944762471369,               0.001,               0.002,1.490777987167569e-19
                0.25,0,0,                   0,                   0,  0.9999811028759537,-0.002610966824610855,0.002262057575559541,-0.005085257000140496,               0.001,               0.002,-0.0004999999999999997
                 0.3,0,0,                   0,                   0,  0.9999812474817397,-0.002635755808728785,0.002211880746541762,-0.005066069457065246,               0.001,               0.002,-0.0009999999999999994
                0.35,0,0,                   0,                   0,  0.9999814515927623,-0.002660572431282942,0.002161670962130816,-0.005034382129051204,               0.001,               0.002,             -0.0015
                 0.4,0,0,                   0,                   0,  0.9999817140160691,-0.002685416062434759,0.002111427910590797,-0.004990195009661246,               0.001,               0.002,-0.002000000000000001
                0.45,0,0,                   0,                   0,  0.9999819991493656,-0.002710271659354174,0.002061169793320357,-0.004940382966473107,               0.001,               0.002,-0.002000000000000001
                 0.5,0,0,                   0,                   0,  0.9999822786577635,-0.002735127241028311,0.002010911664455838,-0.004890570895495314,               0.001,               0.002,-0.002000000000000001
                0.55,0,0,                   0,                   0,  0.9999825525412602,-0.002759982807317358, 0.00196065352427994,-0.004840758797008061,               0.001,               0.002,-0.002000000000000001
                 0.6,0,0,                   0,                   0,   0.999982820799855,-0.002784838358081501,0.001910395373075365,-0.004790946671291536,               0.001,               0.002,-0.002000000000000001
                0.65,0,0,                   0,                   0,  0.9999830834335466,-0.002809693893180928,0.001860137211124817,-0.004741134518625937,               0.001,               0.002,-0.002000000000000001
                 0.7,0,0,                   0,                   0,  0.9999833404423334,-0.002834549412475827,0.001809879038710997,-0.004691322339291456,               0.001,               0.002,-0.002000000000000001
                0.75,0,0,                   0,                   0,  0.9999835918262139,-0.002859404915826386,0.001759620856116608,-0.004641510133568288,               0.001,               0.002,-0.002000000000000001
                 0.8,0,0,                   0,                   0,  0.9999838375851868,-0.002884260403092792, 0.00170936266362435,-0.004591697901736625,               0.001,               0.002,-0.002000000000000001
                0.85,0,0,                   0,                   0,  0.9999840777192507,-0.002909115874135233,0.001659104461516928,-0.004541885644076663,               0.001,               0.002,-0.002000000000000001
                 0.9,0,0,                   0,                   0,  0.9999843122284043,-0.002933971328813896,0.001608846250077044,-0.004492073360868594,               0.001,               0.002,-0.002000000000000001
                0.95,0,0,                   0,                   0,  0.9999845411126462,-0.002958826766988972,0.001558588029587399,-0.004442261052392613,               0.001,               0.002,-0.002000000000000001
                   1,0,0,                   0,                   0,   0.999984764371975,-0.002983682188520646,0.001508329800330697,-0.004392448718928914,               0.001,               0.002,-0.002000000000000001
                1.05,0,0,                   0,                   0,  0.9999849820063895,-0.003008537593269109,0.001458071562589639,-0.00434263636075769,               0.001,               0.002,-0.002000000000000001
                 1.1,0,0,                   0,                   0,  0.9999851940158886,-0.003033392981094548,0.001407813316646928,-0.004292823978159135,               0.001,               0.002,-0.002000000000000001
                1.15,0,0,                   0,                   0,  0.9999854004004711,-0.003058248351857153,0.001357555062785268,-0.004243011571413446,               0.001,               0.002,-0.002000000000000001
                 1.2,0,0,                   0,                   0,  0.9999856011601358,-0.00308310370541711,0.001307296801287361,-0.004193199140800813,               0.001,               0.002,-0.002000000000000001
                1.25,0,0,                   0,                   0,  0.9999857962948816,-0.003107959041634609,0.001257038532435909,-0.004143386686601437,               0.001,               0.002,-0.002000000000000001
