sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_mat3x3[0][0] {1},fd_obj.in_mat3x3[0][1] {1},fd_obj.in_mat3x3[0][2] {1},fd_obj.in_mat3x3[1][0] {1},fd_obj.in_mat3x3[1][1] {1},fd_obj.in_mat3x3[1][2] {1},fd_obj.in_mat3x3[2][0] {1},fd_obj.in_mat3x3[2][1] {1},fd_obj.in_mat3x3[2][2] {1},fd_obj.out_mat3x3_deriv1[0][0] {1},fd_obj.out_mat3x3_deriv1[0][1] {1},fd_obj.out_mat3x3_deriv1[0][2] {1},fd_obj.out_mat3x3_deriv1[1][0] {1},fd_obj.out_mat3x3_deriv1[1][1] {1},fd_obj.out_mat3x3_deriv1[1][2] {1},fd_obj.out_mat3x3_deriv1[2][0] {1},fd_obj.out_mat3x3_deriv1[2][1] {1},fd_obj.out_mat3x3_deriv1[2][2] {1},fd_obj.error_deriv1_mx[0][0] {1},fd_obj.error_deriv1_mx[0][1] {1},fd_obj.error_deriv1_mx[0][2] {1},fd_obj.error_deriv1_mx[1][0] {1},fd_obj.error_deriv1_mx[1][1] {1},fd_obj.error_deriv1_mx[1][2] {1},fd_obj.error_deriv1_mx[2][0] {1},fd_obj.error_deriv1_mx[2][1] {1},fd_obj.error_deriv1_mx[2][2] {1}
                   0,                 2.7,            136.9612,            209.7883,   282.6154000000001,   197.3953000000001,   270.2224000000001,   343.0495000000001,   257.8294000000001,   330.6565000000001,   403.4836000000001,             145.414,             224.596,             303.778,             210.646,             289.828,              369.01,             275.878,              355.06,   434.2420000000001, -0.2170846479373727, -0.2156208091193562, -0.2149181522621197, -0.2194422417051425, -0.2176706220240345, -0.2166556987284269, -0.2206792128769089,  -0.218961724593049, -0.2178666503362739
                   1,                 4.2,   719.2672000000001,           1104.5248,           1489.7824,           1048.0768,           1433.3344,   1818.592000000001,           1376.8864,            1762.144,           2147.4016,             548.914,   843.1060000000001,            1137.298,   802.6360000000002,            1096.828,             1391.02,            1056.358,             1350.55,            1644.742, -0.1619940643396274, -0.1605004898954092,  -0.159777713421121, -0.1637257026639548, -0.1621178138616767, -0.1611872256259346, -0.1646226892563866, -0.1631243028875945,  -0.162159105728165
                   2,                 4.5,                 937,           1438.1875,            1939.375,           1367.3125,              1868.5,           2369.6875,            1797.625,           2298.8125,                2800,   782.0380000000002,   1198.162000000001,   1614.286000000001,            1146.952,   1563.076000000001,   1979.199999999999,            1511.866,   1927.990000000001,   2344.114000000001,-0.02214692091278495,-0.02190857142857066,-0.02179306165732434,-0.02241466013211205,-0.02216077572724371,-0.02201358863496016,-0.02255309519961195,-0.02231744421906659,-0.02216539785170469
                   3,                 5.1,           1517.8012,   2326.972299999999,   3136.143399999999,           2220.3313,   3029.502399999999,   3838.673499999999,   2922.861399999999,   3732.032499999999,   4541.203599999999,            1129.486,            1727.374,   2325.262000000001,   1660.084000000002,            2257.972,   2855.860000000001,   2190.682000000001,   2788.570000000001,   3386.458000000001,-0.01821219396438534,-0.01801972858416235,-0.01792621212261955,-0.01842314701266753,-0.01822011273651275,-0.01810205225355864,-0.01853187613516886, -0.0183441992762292,-0.01822275385772339
                   4,                   6,                2851,                4363,                5875,                4183,                5695,                7207,                5515,                7027,                8539,   1789.329999999999,             2730.82,   3672.309999999999,   2636.169999999998,             3577.66,   4519.149999999998,             3483.01,   4424.499999999998,   5365.989999999998,-0.03227149810708544,-0.03196738745125836,-0.03181914052201437,-0.03259816513761532,-0.03228022721125241,-0.03209466695223864,-0.03276589836156617,-0.03247321233326084,-0.03228313796212841
                   5,                 7.2,   5808.059200000002,   8868.692800000001,          11929.3264,   8547.284800000001,          11607.9184,           14668.552,          11286.5104,           14347.144,          17407.7776,   3025.864000000001,            4607.596,   6189.328000000001,   4468.996000000001,   6050.728000000003,   7632.460000000003,   5912.128000000002,   7493.860000000004,   9075.592000000004,-0.04150902276407488,-0.04116605097248617,-0.04099828817427145,-0.04187127060546742,-0.04151559813002361,-0.04130722041068539,-0.04205656539993573,-0.04173039052709605, -0.0415177903816271
                   6,   8.699999999999999,          12201.8452,   18589.32429999999,   24976.80339999999,   18006.51129999999,   24393.99039999999,   30781.46949999999,   23811.17739999999,   30198.65649999999,   36586.13559999999,   5261.583999999999,            7994.686,           10727.788,   7789.065999999997,           10522.168,            13255.27,           10316.548,            13049.65,   15782.75199999999,-0.04568972052930499,-0.04536229655089376, -0.0452016250405629,-0.04603114842963301,-0.04569386435029676,-0.04549555809828825,-0.04620518738446826,-0.04589688098615208,-0.04569524579099855
                   7,                   9,               13942,               21232,               28522,               20584,               27874,               35164,               27226,               34516,               41806,   6056.847999999997,   9197.002000000004,           12337.156,   8972.542000000012,           12112.696,   15252.84999999999,   11888.23599999999,            15028.39,   18168.54399999999,-0.006096488349196385,-0.006051875067545224,-0.00602997099581029,-0.006142888790428423,-0.006096988594404179,-0.006069985664017014,-0.006166527336566638,-0.006124594934197271,-0.006097155361051032
                   8,                 9.6,          17974.4272,          27352.6288,          36730.8304,          26560.0528,          35938.2544,   45316.45599999999,          35145.6784,            44523.88,          53902.0816,   7334.176000000007,           11129.134,           14924.092,   10872.39399999999,   14667.35200000001,            18462.31,   14410.61200000002,   18205.56999999999,   22000.52800000001,-0.005477202190012141,-0.005438609786316379,-0.005419643147513876,-0.005517203782557025,-0.005477573572687029,-0.005454233993910846,-0.00553756106609416,-0.005501390779558164,-0.005477697378104138
                   9,                10.5,             25589.5,          38902.1875,           52214.875,          37854.8125,             51167.5,          64480.1875,           50120.125,          63432.8125,             76745.5,   9505.479999999994,   14411.91999999999,   19318.35999999998,   14103.51999999999,            19009.96,   23916.40000000001,   18701.55999999999,   23607.99999999999,   28514.43999999998,-0.01126199453907225,-0.01118902229845713, -0.0111531128031233,-0.01133734074061141,-0.01126258029282486,-0.01121848869779088,-0.01137563270646416,-0.01130747968841673,-0.01126277555761747
