sys.exec.out.time {s},test.att_manager.perturbation.randomRates {--},test.att_manager.perturbation.prescribedAng[0] {rad},test.att_manager.perturbation.prescribedAng[1] {rad},test.att_manager.perturbation.prescribedAng[2] {rad},test.att_manager.perturbation.driftRate[0] {rad/s},test.att_manager.perturbation.driftRate[1] {rad/s},test.att_manager.perturbation.driftRate[2] {rad/s}
                   0,1,               0.005,              -0.005,                0.01,               0.001,               0.002,               0.002
                 0.1,1,0.005099999999999996,-0.004800000000000008,           0.0101525,               0.001,               0.002,               0.001
                 0.2,1,0.005199999999999992,-0.004600000000000016,            0.010205,               0.001,               0.002,1.490777987167569e-19
                 0.3,1,0.005299999999999988,-0.004400000000000025, 0.01018025000000001,               0.001,               0.002,-0.0002999999999999998
                 0.4,1,0.005399999999999984,-0.004200000000000033, 0.01015025000000001,               0.001,               0.002,-0.0002999999999999998
                 0.5,1, 0.00549999999999998,-0.004000000000000041, 0.01012025000000001,               0.001,               0.002,-0.0002999999999999998
                 0.6,1,0.005599999999999976,-0.003800000000000045, 0.01009025000000002,               0.001,               0.002,-0.0002999999999999998
                 0.7,1,0.005699999999999972,-0.003600000000000045, 0.01006025000000002,               0.001,               0.002,-0.0002999999999999998
                 0.8,1,0.005799999999999968,-0.003400000000000044, 0.01003025000000003,               0.001,               0.002,-0.0002999999999999998
                 0.9,1,0.005899999999999963,-0.003200000000000044, 0.01000025000000003,               0.001,               0.002,-0.0002999999999999998
                   1,1,0.005999999999999959,-0.003000000000000044,0.009970250000000038,               0.001,               0.002,-0.0002999999999999998
                 1.1,1,0.006099999999999955,-0.002800000000000048,0.009940250000000043,               0.001,               0.002,-0.0002999999999999998
                 1.2,1,0.006199999999999951,-0.002600000000000052,0.009910250000000047,               0.001,               0.002,-0.0002999999999999998
                 1.3,1,0.006299999999999947,-0.002400000000000056,0.009880250000000052,               0.001,               0.002,-0.0002999999999999998
                 1.4,1,0.006399999999999943,-0.00220000000000006,0.009850250000000057,               0.001,               0.002,-0.0002999999999999998
                 1.5,1,0.006499999999999939,-0.002000000000000064,0.009820250000000062,               0.001,               0.002,-0.0002999999999999998
                 1.6,1,0.006599999999999935,-0.001800000000000064,0.009790250000000066,               0.001,               0.002,-0.0002999999999999998
                 1.7,1,0.006699999999999931,-0.001600000000000064,0.009760250000000071,               0.001,               0.002,-0.0002999999999999998
                 1.8,1,0.006799999999999927,-0.001400000000000064,0.009730250000000076,               0.001,               0.002,-0.0002999999999999998
                 1.9,1,0.006899999999999923,-0.001200000000000063, 0.00970025000000008,               0.001,               0.002,-0.0002999999999999998
                   2,1,0.006999999999999919,-0.001000000000000063,0.009670250000000085,               0.001,               0.002,-0.0002999999999999998
                 2.1,1,0.007099999999999919,-0.0008000000000000624, 0.00964025000000009,               0.001,               0.002,-0.0002999999999999998
                 2.2,1,0.007199999999999919,-0.0006000000000000619,0.009610250000000094,               0.001,               0.002,-0.0002999999999999998
                 2.3,1,0.007299999999999919,-0.0004000000000000622,0.009580250000000099,               0.001,               0.002,-0.0002999999999999998
                 2.4,1,0.007399999999999919,-0.0002000000000000618,0.009550250000000104,               0.001,               0.002,-0.0002999999999999998
                 2.5,1,0.007499999999999919,-6.163350537401191e-17,0.009520250000000108,               0.001,               0.002,-0.0002999999999999998
                 2.6,1,0.007599999999999919,0.0001999999999999385,0.009490250000000113,               0.001,               0.002,-0.0002999999999999998
                 2.7,1, 0.00769999999999992,0.0003999999999999389,0.009460250000000118,               0.001,               0.002,-0.0002999999999999998
                 2.8,1,0.007799999999999919,0.0005999999999999386,0.009430250000000123,               0.001,               0.002,-0.0002999999999999998
                 2.9,1,0.007899999999999916,0.0007999999999999391,0.009400250000000127,               0.001,               0.002,-0.0002999999999999998
                   3,1,0.007999999999999912,0.0009999999999999395,0.009370250000000132,               0.001,               0.002,-0.0002999999999999998
                 3.1,1,0.008099999999999908, 0.00119999999999994,0.009340250000000137,               0.001,               0.002,-0.0002999999999999998
                 3.2,1,0.008199999999999904,0.001399999999999941,0.009310250000000141,               0.001,               0.002,-0.0002999999999999998
                 3.3,1,0.008299999999999899, 0.00159999999999994,0.009280250000000146,               0.001,               0.002,-0.0002999999999999998
                 3.4,1,0.008399999999999895,0.001799999999999941,0.009250250000000151,               0.001,               0.002,-0.0002999999999999998
                 3.5,1,0.008499999999999891, 0.00199999999999994,0.009220250000000155,               0.001,               0.002,-0.0002999999999999998
                 3.6,1,0.008599999999999887,0.002199999999999936, 0.00919025000000016,               0.001,               0.002,-0.0002999999999999998
                 3.7,1,0.008699999999999883,0.002399999999999933,0.009160250000000165,               0.001,               0.002,-0.0002999999999999998
                 3.8,1,0.008799999999999879,0.002599999999999928,0.009130250000000169,               0.001,               0.002,-0.0002999999999999998
                 3.9,1,0.008899999999999875,0.002799999999999924,0.009100250000000174,               0.001,               0.002,-0.0002999999999999998
                   4,1,0.008999999999999871, 0.00299999999999992,0.009070250000000179,               0.001,               0.002,-0.0002999999999999998
                 4.1,1, 0.00909999999999987,0.003199999999999916,0.009040250000000184,               0.001,               0.002,-0.0002999999999999998
                 4.2,1,0.009199999999999871,0.003399999999999915,0.009010250000000188,               0.001,               0.002,-0.0002999999999999998
                 4.3,1,0.009299999999999871,0.003599999999999911,0.008980250000000193,               0.001,               0.002,-0.0002999999999999998
                 4.4,1,0.009399999999999872,0.003799999999999909,0.008950250000000198,               0.001,               0.002,-0.0002999999999999998
                 4.5,1,0.009499999999999871,0.003999999999999906,0.008920250000000202,               0.001,               0.002,-0.0002999999999999998
                 4.6,1,0.009599999999999871,0.004199999999999901,0.008890250000000207,               0.001,               0.002,-0.0002999999999999998
                 4.7,1,0.009699999999999872,0.004399999999999898,0.008860250000000212,               0.001,               0.002,-0.0002999999999999998
                 4.8,1,0.009799999999999871,0.004599999999999893,0.008830250000000216,               0.001,               0.002,-0.0002999999999999998
                 4.9,1,0.009899999999999872, 0.00479999999999989,0.008800250000000221,               0.001,               0.002,-0.0002999999999999998
                   5,1,0.009990999999999872,0.004999999999999886,0.008770250000000226,0.0005500000000000007,               0.002,-0.0002999999999999998
                 5.1,1,0.009998499999999872,0.005199999999999881, 0.00874025000000023,-0.0004499999999999959,               0.002,-0.0002999999999999998
                 5.2,1,0.009905999999999872,0.005399999999999878,0.008710250000000235,-0.001450000000000001,               0.002,-0.0002999999999999998
                 5.3,1,0.009722499999999874,0.005599999999999873, 0.00868025000000024,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.4,1,0.009522499999999877, 0.00579999999999987,0.008650250000000245,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.5,1,0.009322499999999881,0.005999999999999866,0.008620250000000249,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.6,1,0.009122499999999886,0.006199999999999861,0.008590250000000254,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.7,1,0.008922499999999889,0.006399999999999858,0.008560250000000259,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.8,1,0.008722499999999894,0.006599999999999853,0.008530250000000263,-0.001999999999999997,               0.002,-0.0002999999999999998
                 5.9,1,0.008522499999999896, 0.00679999999999985,0.008500250000000268,-0.001999999999999997,               0.002,-0.0002999999999999998
                   6,1,0.008322499999999901,0.006999999999999846,0.008470250000000273,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.1,1,0.008122499999999906,0.007199999999999841,0.008440250000000277,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.2,1,0.007922499999999909,0.007399999999999838,0.008410250000000282,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.3,1,0.007722499999999913,0.007599999999999833,0.008380250000000287,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.4,1,0.007522499999999916,0.007799999999999831,0.008350250000000291,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.5,1,0.007322499999999921,0.007999999999999827,0.008320250000000296,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.6,1,0.007122499999999926,0.008199999999999822,0.008290250000000301,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.7,1,0.006922499999999929,0.008399999999999819,0.008260250000000306,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.8,1,0.006722499999999933,0.008599999999999814, 0.00823025000000031,-0.001999999999999997,               0.002,-0.0002999999999999998
                 6.9,1,0.006522499999999936,0.008799999999999811,0.008200250000000315,-0.001999999999999997,               0.002,-0.0002999999999999998
                   7,1,0.006322499999999941,0.008999999999999807, 0.00817025000000032,-0.001999999999999997,               0.002,-0.0002999999999999998
                 7.1,1,0.006122499999999946,0.009199999999999802,0.008140250000000324,-0.001999999999999997,               0.002,-0.0002999999999999998
                 7.2,1,0.005922499999999949,0.009399999999999799,0.008110250000000329,-0.001999999999999997,               0.002,-0.0002999999999999998
                 7.3,1,0.005722499999999953,0.009599999999999794,0.008080250000000334,-0.001999999999999997,               0.002,-0.0002999999999999998
                 7.4,1,0.005522499999999956,0.009799999999999792,0.008050250000000338,-0.001999999999999997,               0.002,-0.0002999999999999998
                 7.5,1,0.005322499999999961,0.009957249999999791,0.008020250000000343,-0.001999999999999997,0.001050000000000004,-0.0002999999999999998
                 7.6,1,0.005122499999999966, 0.01001474999999979,0.007990250000000348,-0.001999999999999997,5.000000000000761e-05,-0.0002999999999999998
                 7.7,1,0.004922499999999969,0.009972249999999792,0.007960250000000352,-0.001999999999999997,-0.0009499999999999978,-0.0002999999999999998
                 7.8,1,0.004722499999999973,0.009829749999999792,0.007930250000000357,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 7.9,1,0.004522499999999976,0.009639749999999805,0.007900250000000362,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                   8,1,0.004322499999999981,0.009449749999999819,0.007870250000000367,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 8.1,1,0.004122499999999986,0.009259749999999834,0.007840250000000371,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   8.199999999999999,1, 0.00392249999999999,0.009069749999999849,0.007810250000000375,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   8.300000000000001,1,0.003722499999999987, 0.00887974999999986,0.007780250000000369,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 8.4,1,0.003522499999999987,0.008689749999999875,0.007750250000000364,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 8.5,1,0.003322499999999986,0.008499749999999889, 0.00772025000000036,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 8.6,1,0.003122499999999986,0.008309749999999904,0.007690250000000355,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   8.699999999999999,1,0.002922499999999986,0.008119749999999919, 0.00766025000000035,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   8.800000000000001,1,0.002722499999999982, 0.00792974999999993,0.007630250000000344,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 8.9,1,0.002522499999999982,0.007739749999999938,0.007600250000000339,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                   9,1,0.002322499999999982,0.007549749999999935,0.007570250000000335,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 9.1,1,0.002122499999999982,0.007359749999999932, 0.00754025000000033,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   9.199999999999999,1,0.001922499999999982, 0.00716974999999993,0.007510250000000325,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
   9.300000000000001,1,0.001722499999999979,0.006979749999999924,0.007480250000000319,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 9.4,1,0.001522499999999979,0.006789749999999921,0.007450250000000314,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 9.5,1, 0.00132249999999998,0.006599749999999918,0.007420250000000309,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
                 9.6,1, 0.00112249999999998,0.006409749999999916,0.007390250000000305,-0.001999999999999997,-0.001899999999999994,-0.0002999999999999998
