sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_mat3x3[0][0] {1},fd_obj.in_mat3x3[0][1] {1},fd_obj.in_mat3x3[0][2] {1},fd_obj.in_mat3x3[1][0] {1},fd_obj.in_mat3x3[1][1] {1},fd_obj.in_mat3x3[1][2] {1},fd_obj.in_mat3x3[2][0] {1},fd_obj.in_mat3x3[2][1] {1},fd_obj.in_mat3x3[2][2] {1},fd_obj.out_mat3x3_deriv1[0][0] {1},fd_obj.out_mat3x3_deriv1[0][1] {1},fd_obj.out_mat3x3_deriv1[0][2] {1},fd_obj.out_mat3x3_deriv1[1][0] {1},fd_obj.out_mat3x3_deriv1[1][1] {1},fd_obj.out_mat3x3_deriv1[1][2] {1},fd_obj.out_mat3x3_deriv1[2][0] {1},fd_obj.out_mat3x3_deriv1[2][1] {1},fd_obj.out_mat3x3_deriv1[2][2] {1},fd_obj.error_deriv1_mx[0][0] {1},fd_obj.error_deriv1_mx[0][1] {1},fd_obj.error_deriv1_mx[0][2] {1},fd_obj.error_deriv1_mx[1][0] {1},fd_obj.error_deriv1_mx[1][1] {1},fd_obj.error_deriv1_mx[1][2] {1},fd_obj.error_deriv1_mx[2][0] {1},fd_obj.error_deriv1_mx[2][1] {1},fd_obj.error_deriv1_mx[2][2] {1}
                   0,  0.6000000000000001,  0.5646424733950355,  0.9320390859672264,  0.9738476308781951,  0.6754631805511506,  0.1411200080598668, -0.4425204432948528, -0.8715757724135886, -0.9961646088358406, -0.7727644875559871,  0.8691749698486808,   1.011557353699239, -0.0308134147568726,  -2.272721068193697,  -5.267372215152212,  -8.250877311362476,  -10.39958574462929,  -11.11074239226296,  -10.20868959004986, 0.05311700373405093,  0.3957992359790354, -0.9547929420890001, -0.2294750347426261, 0.06412366421764674,  0.5334634094451709,   2.030336183733477,  -16.87267353790462,  -2.787161769626346
                   1,                 1.1,  0.8912073600614354,  0.8084964038195901, -0.1577456941432487,  -0.951602073889516, -0.7055403255703919,  0.3115413635133787,  0.9881682338770005,  0.5849171928917617, -0.4575358937753213,   0.507683616017724,  -1.137994932874002,  -4.088853063237769,  -5.003796193887112,  -1.661344681366318,   4.255080522934052,   8.365072328462455,   7.690779788537742,    3.40656134514288,  0.1192415279525731,-0.03314122989146739,  0.3802318413115887,   3.070339266215223,  -1.468862858734967, -0.2536773699858257,   6.791486220399673,  -2.185249357226174,  -1.425675418619984
                   2,                 1.2,  0.9320390859672264,  0.6754631805511506, -0.4425204432948528, -0.9961646088358406,  -0.279415498198925,  0.7936678638491537,  0.8545989080882795, -0.1743267812229814, -0.9809362300664916,  0.3675151733454259,  -1.510873377415915,  -2.945174298428232, 0.02245884377310195,   5.253676430543863,   5.373455234981292,  -2.178223469631941,   -9.38487363191453,  -6.211413454657203, 0.01423294742567609, 0.02446857463854033, 0.09474831600235276, -0.9358311294306511,  0.0943218101180259,  0.4721360028382089, -0.4007672247234025,  0.1913513476239965,   2.551471119943621
                   3,                 1.4,  0.9854497299884603,  0.3349881501559047, -0.8715757724135882, -0.6312666378723208,  0.6569865987187897,  0.8545989080882804, -0.3664791292519284,  -0.979177729151317, 0.03362304722113847,  0.1728771941383433,  -1.950403764837453,  -1.676962748312103,   3.337899991004828,   4.962518625171181,  -2.706417966912439,  -9.285188139243594,  -1.645464738637849,   11.94399621933805, 0.01712125760571581, 0.03500186774032991,  0.1401840784300426, 0.07595630606404792,  0.3164886022243944, -0.1313700817913179,  0.4256427276744287,  -2.013192927797878,   0.327861483172804
                   4,                 1.7,  0.9916648104524686, -0.2555411020268317, -0.9258146823277321,  0.4941133511386089,  0.7984871126234903, -0.6998746875935437, -0.6181371122370319,  0.8591618148564968,  0.3967405731306121, -0.1270848362556571,  -2.128064253788855,  0.9978918011474389,   4.907332695167732,  -2.054536883261409,  -8.473318976353776,    2.32105820276674,   12.21903041182668,  -1.107051027012366,-0.01365722337992703,  0.1005731444900017, -0.1199730492198213,  0.4111303372848298, -0.3174431023377829,  0.9771632940547997, -0.5781805458364531,   1.984887403664697, -0.8659967915962856
                   5,                 2.1,  0.8632093666488737, -0.8715757724135882,  0.0168139004843506,  0.8545989080882804,   -0.87969575997167, 0.03362304722113847,  0.8457468311429334, -0.8875670335815046, 0.05042268780681477, -0.5164846348741385,  -1.295318581885618,     3.8064959275506, -0.7273876720042509,   -6.86238607358518,    5.84250033092782,   6.230321173726251,  -10.36374817887846,  -2.052186979790106,  0.0230536200403204,  0.3210504750750373,  0.2690113678866517, -0.6498153453585734,   1.886163269172236,-0.02569906096804995,  -2.668050835689582,   1.812087554664267,  -1.228311194850759
                   6,                 2.6,  0.5155013718214642, -0.8834546557201531,   0.998543345374605, -0.8278264690856537,  0.4201670368266409,  0.1077536522994423, -0.6048328224062841,  0.9287952340772404, -0.9869155581206493, -0.9033478675136146,  0.8186471830278494,   1.745063019086232,  -5.734886669193451,   6.374827135310246, -0.7881183047767801,  -6.546086621291964,    8.07691712221332,  -2.746277479935725, 0.05421837311087169, -0.1263414589328505,   9.780894059630825,   1.555725313707838,  0.4050029744163282, -0.8678776835559502,  -2.174298148746035,   -3.72431954351758,  0.8924943855130893
                   7,                 2.7,  0.4273798802338298, -0.7727644875559871,  0.9698898108450859, -0.9809362300664916,   0.803784426551621, -0.4724219863984693, 0.05042268780681477,  0.3812504916549401, -0.7397785850778934, -0.9121814035799304,   1.295344923017457, -0.6615343844744751,  -1.225472085718461,   4.042248614525326,  -6.793425986501731,   8.128174170335887,  -6.993476084146414,   3.229044100807971,0.008969706272307792, 0.02045018316428516,  -0.094572963017162,   0.576535629630592,  0.3589202271226988,  0.2846301385599405,  0.1626466632593121,-0.05439567303230149, -0.4667719836437088
                   8,                 2.9,   0.239249329213982, -0.4646021794137566,   0.662969230082182, -0.8228285949687079,  0.9348950555246824, -0.9926593804706327,  0.9927664058359076, -0.9352099151945402,  0.8233330007380816, -0.9802779812478355,   1.830084780090814,  -2.366647942827403,   2.338295365687116,  -1.464860690057687, -0.4674740259486163,   3.484494248821778,  -7.320205107596994,   11.37835006151474,0.009598576367921042, 0.03333960747252987, 0.05374498402998553, 0.02865477531316649, -0.1745502761411648,  -1.644203890939063,   3.146068239149242,   1.584133513533202,   1.227542860293478
                   9,                 3.2,-0.05837414342758009,  0.1165492048504936, -0.1743267812229814,  0.2315098251015389, -0.2879033166650653,  0.3433149288198987, -0.3975556831214361,  0.4504405942753893, -0.5017893010205742,  -1.022933534362123,   2.174987124982645,  -3.544816984672163,     5.1488153350813,  -6.914923205264508,   8.685908498432656,  -10.24208229519311,   11.33951727105473,  -11.75665370016075, 0.02468084494156983, 0.09495577505450532,  0.1999799272475556,  0.3231504363214991,  0.4441298493551092,  0.5413331083559539,  0.5945832757779256,  0.5876226425829898,  0.5101851264599879
