sys.exec.out.time {s},test.att_manager.perturbation.randomRates {--},test.att_manager.perturbation.prescribedAng[0] {rad},test.att_manager.perturbation.prescribedAng[1] {rad},test.att_manager.perturbation.prescribedAng[2] {rad},test.att_manager.perturbation.driftRate[0] {rad/s},test.att_manager.perturbation.driftRate[1] {rad/s},test.att_manager.perturbation.driftRate[2] {rad/s}
                   0,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.6,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.7,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.8,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 0.9,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.6,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.7,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.8,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.9,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.6,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.7,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.8,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.9,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.6,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.7,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.8,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.9,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.4,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.6,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.7,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.8,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.9,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   5,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 5.1,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 5.2,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 5.3,0,                   0,                   0,                   0, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
