sys.exec.out.time {s},test.att_manager.maneuver.active {--},test.att_manager.maneuver.maneuvering {--},test.att_manager.maneuver.currentEuler {rad},test.att_manager.maneuver.eulerTarget {rad},test.att_manager.quatBodyWrtRef.scalar {--},test.att_manager.quatBodyWrtRef.vector[0] {--},test.att_manager.quatBodyWrtRef.vector[1] {--},test.att_manager.quatBodyWrtRef.vector[2] {--},test.att_manager.maneuver.mnvrRate[0] {rad/s},test.att_manager.maneuver.mnvrRate[1] {rad/s},test.att_manager.maneuver.mnvrRate[2] {rad/s}
                 1.1,1,1,                0.11,  0.5496313191970182,  0.9984878812376049,-0.05487471785316058,0.001956046374645264,-0.002624927573833285, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.2,1,1,                0.12,  0.5496313191970182,  0.9982005399352112,-0.05985759067246913,0.002133664241211942,-0.002863282881560012, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.3,1,1,                0.13,  0.5496313191970182,  0.9978882436713086,-0.06483896705512848,0.002311228766283722,-0.003101566607363828, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.4,1,1,                0.14,  0.5496313191970182,  0.9975510002532877,-0.06981872246698842,0.002488735510756718,-0.003339772794164001, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.5,1,1,                0.15,  0.5496313191970182,  0.9971888181122159,-0.07479673241442314, 0.00266618003697157,-0.003577895486818267, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.6,1,1,                0.16,  0.5496313191970182,  0.9968017063026283,-0.07977287244744315,0.002843557908824361,-0.00381592873227171, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.7,1,1,                0.17,  0.5496313191970182,  0.9963896745023001,-0.08474701816280678,0.003020864691877533,-0.004053866579705594, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.8,1,1,                0.18,  0.5496313191970182,  0.9959527330120043,-0.08971904520713025,0.003198095953470744,-0.004291703080686122, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 1.9,1,1,                0.19,  0.5496313191970182,   0.995490892755256,-0.09468882927999643,0.003375247262831686,-0.004529432289313162, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   2,1,1,                 0.2,  0.5496313191970182,  0.9950041652780375,-0.09965624613706231,0.003552314191186851,-0.004767048262368877, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.1,1,1,  0.2100000000000002,  0.5496313191970182,  0.9944925627485097, -0.1046211715931652,0.003729292311872254,-0.005004545059466318, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.2,1,1,  0.2200000000000003,  0.5496313191970182,  0.9939560979567096, -0.1095834815254273,0.003906177200444094,-0.005241916743197923, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.3,1,1,  0.2300000000000005,  0.5496313191970182,  0.9933947843142292, -0.1145430518763586,0.004082964434789367,-0.005479157379283963, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.4,1,1,  0.2400000000000006,  0.5496313191970182,  0.9928086358538799, -0.1194997586569589,0.004259649595236428,-0.005716261036720896, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.5,1,1,  0.2500000000000007,  0.5496313191970182,  0.9921976672293432, -0.1244534779498167,0.004436228264665465,-0.005953221787929632, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.6,1,1,   0.260000000000001,  0.5496313191970182,  0.9915618937148029, -0.1294040859122078,0.004612696028618936,-0.006190033708903736, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.7,1,1,  0.2700000000000013,  0.5496313191970182,  0.9909013312045633, -0.1343514587791909,0.004789048475411939,-0.006426690879357516, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.8,1,1,  0.2800000000000015,  0.5496313191970182,  0.9902159962126531, -0.1392954728667019,0.004965281196242485,-0.006663187382874033, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 2.9,1,1,  0.2900000000000018,  0.5496313191970182,  0.9895059058724111, -0.1442360045746462,0.005141389785301735,-0.006899517307053018, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   3,1,1,  0.3000000000000021,  0.5496313191970182,   0.988771077936059, -0.1491729303899884,0.005317369839884132,-0.007135674743658676, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.1,1,1,  0.3100000000000024,  0.5496313191970182,  0.9880115307742571, -0.1541061268898404,0.005493216960497478,-0.007371653788767394, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.2,1,1,  0.3200000000000027,  0.5496313191970182,  0.9872272833756447, -0.1590354707445465,0.005668926750972916,-0.007607448542915333, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.3,1,1,  0.3300000000000029,  0.5496313191970182,   0.986418355346366, -0.1639608387207671,0.005844494818574836,-0.00784305311124592, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.4,1,1,  0.3400000000000032,  0.5496313191970182,  0.9855847669095794, -0.1688821076845591,0.006019916774110692,-0.008078461603657218, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.5,1,1,  0.3500000000000035,  0.5496313191970182,  0.9847265389049527, -0.1737991546044551,0.006195188232040732,-0.008313668134949178, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.6,1,1,  0.3600000000000038,  0.5496313191970182,  0.9838436927881413,  -0.178711856554538,0.006370304810587641,-0.008548666824970767, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.7,1,1,   0.370000000000004,  0.5496313191970182,  0.9829362506302521,  -0.183620090717515,0.006545262131846068,-0.008783451798766976, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.8,1,1,  0.3800000000000043,  0.5496313191970182,  0.9820042351172911, -0.1885237343877876,0.006720055821892099,-0.009018017186725688, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 3.9,1,1,  0.3900000000000046,  0.5496313191970182,  0.9810476695495984, -0.1934226649745193,0.006894681510892587,-0.009252357124724421, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                   4,1,1,  0.4000000000000049,  0.5496313191970182,  0.9800665778412632, -0.1983167600047008,0.007069134833214401,-0.009486465754276925, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.1,1,1,   0.410000000000005,  0.5496313191970182,  0.9790609845195273, -0.2032058971262112,0.007243411427533567,-0.009720337222679655, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.2,1,1,  0.4200000000000051,  0.5496313191970182,   0.978030914724171,  -0.208089954110877,0.007417506936944307,-0.009953965683158093, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.3,1,1,  0.4300000000000053,  0.5496313191970182,  0.9769763942068852, -0.2129688088575281,0.007591417009067949,-0.01018734529501289, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.4,1,1,  0.4400000000000054,  0.5496313191970182,  0.9758974493306289, -0.2178423393950499,0.007765137296161752, -0.0104204702237659, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.5,1,1,  0.4500000000000056,  0.5496313191970182,  0.9747941070689671, -0.2227104238854328,0.007938663455227585,-0.01065333464130604, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.6,1,1,  0.4600000000000057,  0.5496313191970182,  0.9736663950053988,  -0.227572940626818,0.008111991148120508,-0.01088593272603501, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
                 4.7,1,1,  0.4700000000000059,  0.5496313191970182,  0.9725143413326673, -0.2324297680565404, 0.00828511604165723,-0.01111825866301282, 0.09982253386118828,-0.003558241629407039,0.004775002621850346
