sys.exec.out.time {s},test.att_manager.maneuver.active {--},test.att_manager.maneuver.maneuvering {--},test.att_manager.maneuver.currentEuler {rad},test.att_manager.maneuver.eulerTarget {rad},test.att_manager.quatBodyWrtRef.scalar {--},test.att_manager.quatBodyWrtRef.vector[0] {--},test.att_manager.quatBodyWrtRef.vector[1] {--},test.att_manager.quatBodyWrtRef.vector[2] {--},test.att_manager.maneuver.mnvrRate[0] {rad/s},test.att_manager.maneuver.mnvrRate[1] {rad/s},test.att_manager.maneuver.mnvrRate[2] {rad/s}
                   0,1,0,                   0,                   0,                   1,                   0,                   0,                   0,               0.001,               0.002,               0.002
                 0.1,1,0,                   0,                   0,  0.9999999923429688,-4.124999989471581e-05,-8.249999978943162e-05,-8.249999978943162e-05,0.0006666666666666659,0.001333333333333332,0.001333333333333332
                 0.2,1,0,                   0,                   0,  0.9999999804968749,-6.583333290534805e-05,-0.0001316666658106961,-0.0001316666658106961,0.0003333333333333322,0.0006666666666666644,0.0006666666666666644
                 0.3,1,1,2.499999999999853e-07,  0.5494767435177079,  0.9999999755235914,-7.408266973323954e-05,-0.000147403125634516,-0.000147434370893202,9.982196998501496e-05,-3.62498793917843e-06,4.736430169546718e-06
                 0.4,1,1,5.774999999999971e-05,  0.5494767435177079,  0.9999999726731055,-0.0001052774197401646,-0.0001462748063288199,-0.0001489098231442378,0.001098041669835194,-3.98748673309638e-05,5.210073186501529e-05
                 0.5,1,1,0.0002152499999999994,  0.5494767435177079,   0.999999960691529,-0.0001863837692009822,-0.0001433411754682387,-0.0001527459983127699,0.002096261369685375,-7.61247467227492e-05,9.946503356048392e-05
                 0.6,1,1,0.0004727499999999994,  0.5494767435177079,  0.9999999273913623,-0.0003174017154988047,-0.000138602231318293,-0.0001589428945208727,0.003094481069535555,-0.0001123746261145346,0.0001468293352559526
                 0.7,1,1,0.0008302499999999993,  0.5494767435177079,  0.9999998530851081,-0.0004983312509261876,-0.0001320579712030089,-0.0001675005085703692,0.004092700769385734,-0.00014862450550632,0.0001941936369514212
                 0.8,1,1,0.001287749999999999,  0.5494767435177079,  0.9999997105852714,-0.0007291723577719569,-0.0001237083916826293,-0.0001784188357104473,0.005090920469235908,-0.0001848743848981051,0.0002415579386468894
                 0.9,1,1,0.001845249999999998,  0.5494767435177079,  0.9999994652043686,-0.001009925001536354,-0.0001135534887990243,-0.0001916978693167501,0.006089140169086079,-0.0002211242642898902,0.0002889222403423577
                   1,1,1,0.002502749999999996,  0.5494767435177079,  0.9999990747549394,-0.001340589122274499,-0.0001015932583888008,-0.0002073376004819398,0.007087359868936252,-0.0002573741436816753,0.0003362865420378259
                 1.1,1,1,0.003260249999999995,  0.5494767435177079,  0.9999984895495651,-0.001721164624068183,-8.78276964641127e-05,-0.0002253380175177367,0.008085579568786435,-0.0002936240230734609,0.0003836508437332947
                 1.2,1,1,0.004117749999999992,  0.5494767435177079,  0.9999976524009044,-0.002151651362625987,-7.225679966117156e-05,-0.0002456991053684321,0.009083799268636623,-0.0003298739024652466,0.0004310151454287637
                 1.3,1,1,0.005075249999999993,  0.5494767435177079,   0.999996498621744,-0.002632049131011756,-5.488056575645734e-05,-0.000268420844935881, 0.01008201896848681,-0.0003661237818570324,0.0004783794471242328
                 1.4,1,1,0.006132749999999993,  0.5494767435177079,  0.9999949560250706,-0.003162357643501447,-3.569899425062985e-05,-0.0002935032123159704,   0.011080238668337,-0.0004023736612488181,0.0005257437488197018
                 1.5,1,1,0.007290249999999996,  0.5494767435177079,  0.9999929449241719,-0.003742576517568382,-1.471208702013959e-05,-0.0003209461779465711, 0.01207845836818719,-0.0004386235406406039,0.0005731080505151709
                 1.6,1,1,          0.00854775,  0.5494767435177079,  0.9999903781327696,-0.00437270525399694,8.080150963461167e-06,-0.0003507497056669729, 0.01307667806803738,-0.0004748734200323896,0.0006204723522106401
                 1.7,1,1,0.009905250000000004,  0.5494767435177079,   0.999987160965195,-0.005052743215124784,3.267771084650982e-05,-0.0003829137516888069, 0.01407489776788757,-0.0005111232994241753,0.0006678366539061092
                 1.8,1,1, 0.01136275000000001,  0.5494767435177079,  0.9999831912366123,-0.005782689601213653,5.908057903852832e-05,-0.0004174382634784613, 0.01507311746773776,-0.000547373178815961,0.0007152009556015783
                 1.9,1,1, 0.01292025000000002,  0.5494767435177079,  0.9999783592633009,-0.006562543424948854,8.728873628982346e-05,-0.0004543231785509971, 0.01607133716758794,-0.0005836230582077464,0.0007625652572970467
                   2,1,1, 0.01457775000000002,  0.5494767435177079,  0.9999725478629986,-0.007392303484067576,0.0001173021567013971,-0.0004935684231755669, 0.01706955686743811,-0.0006198729375995316,0.0008099295589925151
                 2.1,1,1, 0.01633525000000003,  0.5494767435177079,  0.9999656323553245,-0.008271968332116162,0.0001491208066671688,-0.0005351739109923514, 0.01806777656728829,-0.0006561228169913167,0.0008572938606879833
                 2.2,1,1, 0.01819275000000003,  0.5494767435177079,  0.9999574805622872,-0.009201536247336545,0.0001827446437485173,-0.0005791395415410204, 0.01906599626713846,-0.0006923726963831018,0.0009046581623834515
                 2.3,1,1, 0.02015025000000003,  0.5494767435177079,  0.9999479528088877,-0.01018100519968211,0.0002181736154811485,-0.0006254651987007291, 0.02006421596698862,-0.0007286225757748867,0.0009520224640789196
                 2.4,1,1, 0.02220775000000003,  0.5494767435177079,  0.9999369019238296,-0.01121037281596315,0.0002554076581142949,-0.0006741507490416704,  0.0210624356668388,-0.0007648724551666719,0.0009993867657743878
                 2.5,1,1, 0.02436525000000004,  0.5494767435177079,  0.9999241732403532,-0.01228963634312233,0.0002944466952822584,-0.0007251960400881919, 0.02206065536668897,-0.000801122334558457,0.001046751067469856
                 2.6,1,1, 0.02662275000000004,  0.5494767435177079,  0.9999096045972022,-0.01341879260964056,0.0003352906366083096,-0.0007786008984935047, 0.02305887506653915,-0.0008373722139502421,0.001094115369165324
                 2.7,1,1, 0.02898025000000004,  0.5494767435177079,  0.9998930263397312,-0.01459783798507358,0.0003779393762409533,-0.0008343651281260017, 0.02405709476638932,-0.0008736220933420273,0.001141479670860793
                 2.8,1,1, 0.03143775000000004,  0.5494767435177079,  0.9998742613211828,-0.01582676833771984,0.0004223927913225784,-0.0008924885080672114, 0.02505531446623948,-0.0009098719727338121,0.001188843972556261
                 2.9,1,1, 0.03399525000000003,  0.5494767435177079,  0.9998531249041344,-0.01710557899042032,0.0004686507403905126,-0.0009529707905214218, 0.02605353416608966,-0.0009461218521255974,0.001236208274251729
                   3,1,1, 0.03665275000000002,  0.5494767435177079,  0.9998294249621379,-0.01843426467449074,0.0005167130617104977,-0.001015811698636996, 0.02705175386593983,-0.0009823717315173824,0.001283572575947197
                 3.1,1,1, 0.03941025000000002,  0.5494767435177079,  0.9998029618815679,-0.01981281948178714,0.0005665795715426179,-0.001081010924239432,    0.02804997356579,-0.001018621610909168,0.001330936877642666
                 3.2,1,1, 0.04226775000000003,  0.5494767435177079,  0.9997735285636934,-0.02124123681490542,0.0006182500623396971,-0.001148568125476192, 0.02904819326564018,-0.001054871490300953,0.001378301179338134
                 3.3,1,1,          0.04522525,  0.5494767435177079,  0.9997409104269883,  -0.022719509335516,0.0006717243008782083,-0.001218482924373366, 0.03004641296549034,-0.001091121369692738,0.001425665481033602
                 3.4,1,1, 0.04828274999999999,  0.5494767435177079,  0.9997048854097075,-0.02424762891083442,0.0007270020263217248,-0.001290754904304197, 0.03104463266534051,-0.001127371249084523, 0.00147302978272907
                 3.5,1,1, 0.05144025000000001,  0.5494767435177079,  0.9996652239727366, -0.0258255865582293,0.0007840829482169461,-0.001365383607369554, 0.03204285236519071,-0.001163621128476309, 0.00152039408442454
                 3.6,1,1,          0.05469775,  0.5494767435177079,  0.9996216891027412,-0.02745337238796856,0.0008429667444223551,-0.001442368531690396, 0.03304107206504092,-0.001199871007868095,0.001567758386120009
                 3.7,1,1,          0.05805525,  0.5494767435177079,  0.9995740363156346,-0.02913097554410573,0.0009036530589695435,-0.001521709128612299, 0.03403929176489113,-0.001236120887259882,0.001615122687815479
                 3.8,1,1,          0.06151275,  0.5494767435177079,  0.9995220136603823,-0.03085838414350764, 0.00096614149985726,-0.001603404799822128, 0.03503751146474134,-0.001272370766651668,0.001662486989510949
                 3.9,1,1, 0.06507024999999997,  0.5494767435177079,  0.9994653617231709,-0.03263558521302531,0.001030431636778252,-0.001687454894376946, 0.03603573116459154,-0.001308620646043455,0.001709851291206419
                   4,1,1, 0.06872774999999998,  0.5494767435177079,  0.9994038136319532,-0.03446256462480977,0.001096522998778941,-0.001773858705645221, 0.03703395086444175,-0.001344870525435241,0.001757215592901889
                 4.1,1,1,          0.07248525,  0.5494767435177079,  0.9993370950614009,-0.03633930702977516,0.001164415071852034,-0.001862615468160476, 0.03803217056429197,-0.001381120404827028, 0.00180457989459736
                 4.2,1,1, 0.07634275000000003,  0.5494767435177079,  0.9992649242382879,-0.03826579578921094,0.001234107296462116,-0.001953724354387443,  0.0390303902641422,-0.001417370284218815,0.001851944196292831
                 4.3,1,1, 0.08030025000000006,  0.5494767435177079,  0.9991870119473211,-0.04024201290454593, 0.00130559906500433,-0.00204718447140088, 0.04002860996399243,-0.001453620163610602,0.001899308497988301
                 4.4,1,1, 0.08435775000000013,  0.5494767435177079,  0.9991030615374505,-0.04226793894526674,0.001378889719196229,-0.002142994857477156, 0.04102682966384266,-0.001489870043002389,0.001946672799683772
                 4.5,1,1, 0.08851525000000014,  0.5494767435177079,  0.9990127689286783,-0.04434355297499309,0.001453978547402888,-0.002241154478598737, 0.04202504936369288,-0.001526119922394176,0.001994037101379243
                 4.6,1,1, 0.09277275000000015,  0.5494767435177079,  0.9989158226193997,-0.04646883247571383,0.001530864781895405,-0.002341662224871741,  0.0430232690635431,-0.001562369801785963,0.002041401403074713
                 4.7,1,1, 0.09713025000000022,  0.5494767435177079,  0.9988119036942944, -0.0486437532701861,0.001609547596042883,-0.002444516906856709, 0.04402148876339333,-0.00159861968117775,0.002088765704770184
                 4.8,1,1,  0.1015877500000003,  0.5494767435177079,   0.998700685832802,-0.05086828944250164,0.001690026101438034,-0.002549717251812756, 0.04501970846324355,-0.001634869560569537,0.002136130006465655
                 4.9,1,1,  0.1061452500000003,  0.5494767435177079,  0.9985818353182031,-0.05314241325682424,0.001772299344956531,-0.002657261899855321, 0.04601792816309377,-0.001671119439961324,0.002183494308161126
                   5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9984550249387373,-0.05546584590183883,0.001856357291059299,-0.002767137616640928, 0.04691632589295897,-0.001703744331413932,0.002226122179687049
                 5.1,1,0,  0.1105675000000004,  0.5494767435177079,  0.9983232090912962,-0.05778175212392837,0.001940143756528172,-0.00287665662742159, 0.04591810619310876,-0.001667494452022145, 0.00217875787799158
                 5.2,1,0,  0.1105675000000004,  0.5494767435177079,  0.9981890114968063,-0.06004752519442998,0.002022117255697064,-0.002983804092167889, 0.04491988649325853,-0.001631244572630358,0.002131393576296109
                 5.3,1,0,  0.1105675000000004,  0.5494767435177079,  0.9980527733168488,-0.06226317348449129,0.002102278040149213,-0.003088580455922798, 0.04392166679340831,-0.001594994693238572, 0.00208402927460064
                 5.4,1,0,  0.1105675000000004,  0.5494767435177079,  0.9979148281609287,-0.06442870642839148,0.002180626401054918,-0.003190986212926419, 0.04292344709355807,-0.001558744813846784, 0.00203666497290517
                 5.5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9977755020860885,-0.06654413444017225,0.002257162666156137,-0.003291021902672755, 0.04192522739370785,-0.001522494934454997,0.001989300671209699
                 5.6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9976351135969471,-0.06860946883215405,0.002331887196819193,-0.003388688106055654, 0.04092700769385764,-0.00148624505506321,0.001941936369514229
                 5.7,1,0,  0.1105675000000004,  0.5494767435177079,  0.9974939736461368,-0.07062472173533664,0.002404800385155586,-0.003483985441603995,  0.0399287879940074,-0.001449995175671424,0.001894572067818757
                 5.8,1,0,  0.1105675000000004,  0.5494767435177079,  0.9973523856351098,-0.07258990602168595,0.002475902651210987,-0.003576914561806115, 0.03893056829415718,-0.001413745296279636,0.001847207766123286
                 5.9,1,0,  0.1105675000000004,  0.5494767435177079,  0.9972106454152927,-0.07450503522830794,  0.0025451944402224,-0.003667476149523525, 0.03793234859430696,-0.00137749541688785,0.001799843464427815
                   6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9970690412895529, -0.0763701234835084,0.002612676219943525,-0.003755670914493906, 0.03693412889445673,-0.001341245537496063,0.001752479162732344
                 6.1,1,0,  0.1105675000000004,  0.5494767435177079,  0.9969278540139547,-0.07818518543473982,0.002678348478038334,-0.003841499589923393, 0.03593590919460651,-0.001304995658104277,0.001705114861036874
                 6.2,1,0,  0.1105675000000004,  0.5494767435177079,  0.9967873567997866,-0.07995023617843601,0.002742211719542852,-0.003924962929168148, 0.03493768949475629,-0.001268745778712491,0.001657750559341404
                 6.3,1,0,  0.1105675000000004,  0.5494767435177079,  0.9966478153158238,-0.08166529119173226,0.002804266464395137,-0.004006061702505214, 0.03393946979490607,-0.001232495899320704,0.001610386257645934
                 6.4,1,0,  0.1105675000000004,  0.5494767435177079,   0.996509487690811,-0.08333036626607321,0.002864513245033502,-0.004084796693992613, 0.03294125009505584,-0.001196246019928917,0.001563021955950463
                 6.5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9963726245161353,-0.08494547744270617,0.002922952604062875,-0.004161168698418724, 0.03194303039520562,-0.001159996140537131,0.001515657654254993
                 6.6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9962374688486726,-0.08651064095006038, 0.00297958509198939,-0.004235178518340824, 0.03094481069535541,-0.001123746261145345,0.001468293352559522
                 6.7,1,0,  0.1105675000000004,  0.5494767435177079,   0.996104256213783,-0.08802587314301145,0.003034411265023113,-0.004306826961212847, 0.02994659099550524,-0.00108749638175356,0.001420929050864055
                 6.8,1,0,  0.1105675000000004,  0.5494767435177079,  0.9959732146084315,-0.08949119044402991,0.003087431682948913,-0.004376114836602277, 0.02894837129565509,-0.001051246502361775,0.001373564749168587
                 6.9,1,0,  0.1105675000000004,  0.5494767435177079,  0.9958445645044173,-0.09090660928621379,0.003138646907065452,-0.004443042953496154, 0.02795015159580492,-0.001014996622969989,0.001326200447473118
                   7,1,0,  0.1105675000000004,  0.5494767435177079,  0.9957185188516884,-0.09227214605820384,0.003188057498192272,-0.004507612117696162, 0.02695193189595476,-0.000978746743578204, 0.00127883614577765
                 7.1,1,0,  0.1105675000000004,  0.5494767435177079,  0.9955952830817275,-0.09358781705098097,0.003235664014744922,-0.004569823129302709,  0.0259537121961046,-0.0009424968641864192,0.001231471844082183
                 7.2,1,0,  0.1105675000000004,  0.5494767435177079,  0.9954750551109807,-0.09485363840654418,0.003281467010878146,-0.00462967678028801, 0.02495549249625443,-0.0009062469847946337,0.001184107542386715
                 7.3,1,0,  0.1105675000000004,  0.5494767435177079,  0.9953580253443221,-0.09606962606846946,0.003325467034697039,-0.004687173852158093, 0.02395727279640427,-0.0008699971054028495,0.001136743240691248
                 7.4,1,0,  0.1105675000000004,  0.5494767435177079,  0.9952443766785309,-0.09723579573434704,0.003367664626536195,-0.004742315113703683, 0.02295905309655409,-0.0008337472260110644,0.001089378938995779
                 7.5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9951342845057622,-0.09835216281009676,0.003408060317306763,-0.004795101318839911, 0.02196083339670394,-0.0007974973466192794,0.001042014637300312
                 7.6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9950279167170041,-0.09941874236616076,0.003446654626911407,-0.004845533204534803, 0.02096261369685378,-0.0007612474672274944,0.000994650335604844
                 7.7,1,0,  0.1105675000000004,  0.5494767435177079,  0.9949254337054942, -0.1004355490955719,0.003483448062727117,-0.004893611488826476, 0.01996439399700362,-0.0007249975878357097,0.000947286033909376
                 7.8,1,0,  0.1105675000000004,  0.5494767435177079,   0.994826988370091,  -0.101402597273897,0.003518441118155849,-0.004939336868929025, 0.01896617429715345,-0.0006887477084439246,0.000899921732213908
                 7.9,1,0,  0.1105675000000004,  0.5494767435177079,  0.9947327261185809, -0.1023199007210537,0.003551634271242951,-0.004982710019427019, 0.01796795459730328,-0.0006524978290521397,0.0008525574305184399
                   8,1,0,  0.1105675000000004,  0.5494767435177079,  0.9946427848709068, -0.1031874727650005,0.003583027983363319,-0.005023731590558554, 0.01696973489745312,-0.0006162479496603553,0.0008051931288229724
                 8.1,1,0,  0.1105675000000004,  0.5494767435177079,  0.9945572950623102, -0.1040053262072983,0.003612622697975292,-0.005062402206586832, 0.01597151519760293,-0.0005799980702685699,0.0007578288271275035
   8.199999999999999,1,0,  0.1105675000000004,  0.5494767435177079,  0.9944763796463676,  -0.104773473290542,0.003640418839442196,-0.005098722464260201, 0.01497329549775275,-0.0005437481908767847,0.0007104645254320351
   8.300000000000001,1,0,  0.1105675000000004,  0.5494767435177079,  0.9944001540979196, -0.1054919256676629,0.003666416811921559,-0.005132692931360594, 0.01397507579790256,-0.0005074983114849988,0.0006631002237365659
                 8.4,1,0,  0.1105675000000004,  0.5494767435177079,  0.9943287264158704, -0.1061606943730984,0.003690616998321899,-0.005164314145340364, 0.01297685609805238,-0.0004712484320932135,0.0006157359220410973
                 8.5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9942621971258554, -0.1067797897958307,0.003713019759327129,-0.005193586612047396, 0.01197863639820221,-0.0004349985527014281,0.0005683716203456286
                 8.6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9942006592827688, -0.1073492216542915,0.003733625432488484,-0.005220510804538561, 0.01098041669835203,-0.0003987486733096429,0.0005210073186501605
   8.699999999999999,1,0,  0.1105675000000004,  0.5494767435177079,  0.9941441984731344, -0.1078689989731329,0.003752434331383951,-0.005245087161981332,0.009982196998501858,-0.0003624987939178577,0.0004736430169546915
   8.800000000000001,1,0,  0.1105675000000004,  0.5494767435177079,  0.9940928928173179, -0.1083391300618637,0.003769446744845217,-0.005267316088643653,0.008983977298651665,-0.0003262489145260715,0.0004262787152592218
                 8.9,1,0,  0.1105675000000004,  0.5494767435177079,  0.9940468129715723, -0.1087596224953497,0.003784662936252059,-0.005287197952971927,0.007985757598801489,-0.0002899990351342859,0.0003789144135637533
                   9,1,0,  0.1105675000000004,  0.5494767435177079,  0.9940060221299062, -0.1091304830961782, 0.00379808314289417,-0.00530473308675717,0.006987537898951319,-0.0002537491557425006,0.0003315501118682849
                 9.1,1,0,  0.1105675000000004,  0.5494767435177079,  0.9939705760257743,  -0.109451717918885,0.003809707575400411,-0.005319921784389214,0.005989318199101144,-0.0002174992763507154,0.0002841858101728164
   9.199999999999999,1,0,  0.1105675000000004,  0.5494767435177079,  0.9939405229335805, -0.1097233322360447,0.003819536417235452,-0.005332764302199002,0.004991098499250972,-0.0001812493969589301,0.0002368215084773475
   9.300000000000001,1,0,  0.1105675000000004,  0.5494767435177079,  0.9939159036699895, -0.1099453305262217,0.003827569824263782,-0.005343260857888931,0.003992878799400782,-0.0001449995175671443,0.0001894572067818784
                 9.4,1,0,  0.1105675000000004,  0.5494767435177079,  0.9938967515950405, -0.1101177164637842, 0.00383380792438109,-0.005351411630051177,0.002994659099550603,-0.0001087496381753588,0.0001420929050864096
                 9.5,1,0,  0.1105675000000004,  0.5494767435177079,  0.9938830926130668,  -0.110240492910578,0.003838250817212991,-0.005357216757774064,0.001996439399700426,-7.249975878357341e-05,9.472860339094088e-05
                 9.6,1,0,  0.1105675000000004,  0.5494767435177079,  0.9938749451734112, -0.1103136619094622, 0.00384089857388108,-0.005360676340336381,0.0009982196998502503,-3.624987939178806e-05,4.736430169547218e-05
   9.699999999999999,1,1,                   0,   2.338931015665317,  0.9938723202709352, -0.1103372246797045,0.003841751236836321,-0.005361790436989681,-4.433389091234372e-17,-4.972659101380313e-17,-3.404871182260209e-17
   9.800000000000001,1,1,4.750000000000883e-05,   2.338931015665317,   0.993874033236414, -0.1103219045257977, 0.00385785655416061,-0.005347932591291747,-0.0005925665714713052,-0.0006646453749404821,-0.0004550949175118815
                 9.9,1,1,0.000195000000000017,   2.338931015665317,  0.9938790051094013, -0.1102774026952749,0.003904638651272561,-0.005307678828161985,-0.001185133142942556,-0.001329290749880903,-0.0009101898350237209
                  10,1,1,0.0004425000000000244,   2.338931015665317,  0.9938872245223882, -0.1102037179270094,0.003982097483332978,-0.005241029087048605,-0.001777699714413807,-0.001993936124821325,-0.001365284752535561
                10.1,1,1,0.0007900000000000315,   2.338931015665317,  0.9938986726535508, -0.1101008481347713,0.004090232974139238,-0.005147983269380803,-0.002370266285885059,-0.002658581499761747,-0.001820379670047401
                10.2,1,1,0.001237500000000038,   2.338931015665317,  0.9939133232264459, -0.1099687904099911,0.004229045013220582,-0.005028541241068129,-0.002962832857356308,-0.003323226874702166,-0.00227547458755924
                10.3,1,1,0.001785000000000054,   2.338931015665317,  0.9939311425095843, -0.1098075410256172,0.004398533451783071,-0.004882702835989708,-0.003555399428827567,-0.003987872249642596,-0.002730569505071086
                10.4,1,1, 0.00243250000000006,   2.338931015665317,  0.9939520893158874, -0.1096170954410692,0.004598698097504125,-0.004710467860473381,-0.004147966000298816,-0.004652517624583016,-0.003185664422582924
                10.5,1,1,0.003180000000000065,   2.338931015665317,  0.9939761150020313, -0.1093974483082856,0.004829538708176788,-0.004511836098764667,-0.004740532571770065,-0.005317162999523436,-0.003640759340094763
                10.6,1,1, 0.00402750000000007,   2.338931015665317,  0.9940031634676775, -0.1091485934788678,0.005091054984203627,-0.004286807319485672,-0.005333099143241315,-0.005981808374463856,-0.004095854257606602
                10.7,1,1,0.004975000000000072,   2.338931015665317,  0.9940331711546001, -0.1088705240123197,0.005383246559940342,-0.004035381283083902,-0.005925665714712565,-0.006646453749404276,-0.004550949175118441
                10.8,1,1,0.006022500000000095,   2.338931015665317,   0.994066067045712, -0.1085632321853843,0.005706112993889128,-0.003757557750271003,-0.006518232286183826,-0.007311099124344709,-0.005006044092630288
                10.9,1,1,0.007170000000000098,   2.338931015665317,  0.9941017726639927, -0.1082267095024772,0.006059653757741773,-0.003453336491451467,-0.007110798857655076,-0.007975744499285129,-0.005461139010142128
                  11,1,1,0.008417500000000102,   2.338931015665317,  0.9941402020713304, -0.1078609467072177,0.006443868224272631,-0.003122717297141255,-0.007703365429126326,-0.00864038987422555,-0.005916233927653967
                11.1,1,1,0.009765000000000103,   2.338931015665317,  0.9941812618672791, -0.1074659337950595,0.006858755654081462,-0.002765699989376421,-0.008295932000597576,-0.009305035249165969,-0.006371328845165806
                11.2,1,1, 0.01121250000000011,   2.338931015665317,  0.9942248511877392,   -0.10704166002702,  0.0073043151811862,-0.002382284434111679,-0.008888498572068826,-0.00996968062410639,-0.006826423762677645
                11.3,1,1, 0.01276000000000014,   2.338931015665317,  0.9942708617035755, -0.1065881139445098,0.007780545797465857,-0.001972470554608921,-0.00948106514354009,-0.01063432599904682,-0.007281518680189494
                11.4,1,1, 0.01440750000000014,   2.338931015665317,  0.9943191776191739, -0.1061052833852638,0.008287446335953495,-0.001536258345815713,-0.01007363171501135,-0.01129897137398726,-0.007736613597701341
                11.5,1,1, 0.01615500000000014,   2.338931015665317,    0.99436967567095, -0.1055931555003738, 0.00882501545297959,-0.001073647889733623,-0.01066619828648261,-0.01196361674892769,-0.008191708515213187
                11.6,1,1, 0.01800250000000014,   2.338931015665317,   0.994422225125822, -0.1050517167724253,0.009393251609165786,-0.0005846393717764911,-0.01125876485795387,-0.01262826212386812,-0.008646803432725033
                11.7,1,1, 0.01995000000000015,   2.338931015665317,  0.9944766877796505, -0.1044809530347372,0.009992153049269268,-6.923309811845702e-05,-0.01185133142942513,-0.01329290749880855,-0.009101898350236878
                11.8,1,1, 0.02199750000000019,   2.338931015665317,  0.9945329179556671, -0.1038808494917079, 0.01062171778087801,0.000472570485968271, -0.0124438980008964,-0.01395755287374899,-0.009556993267748733
                11.9,1,1,  0.0241450000000002,   2.338931015665317,  0.9945907625028975, -0.1032513907402667, 0.01128194355195705,0.001040770776785986,-0.01303646457236765,-0.01462219824868942,-0.01001208818526058
                  12,1,1, 0.02639250000000021,   2.338931015665317,   0.994650060794592, -0.1025925607924343, 0.01197282782724616,0.001635366991894644,-0.01362903114383891,-0.01528684362362985,-0.01046718310277243
                12.1,1,1, 0.02874000000000022,   2.338931015665317,  0.9947106447266796, -0.1019043430989913, 0.01269436776350919,0.002256358148805582,-0.01422159771531017,-0.01595148899857028,-0.01092227802028427
                12.2,1,1, 0.03118750000000023,   2.338931015665317,  0.9947723387162573, -0.1011867205742566, 0.01344656018363534,0.002903743042686129,-0.01481416428678143,-0.01661613437351071,-0.01137737293779612
