sys.exec.out.time {s},vehicle.planet_rel_state.state.cart_coords[0] {m},vehicle.planet_rel_state.state.cart_coords[1] {m},vehicle.planet_rel_state.state.cart_coords[2] {m},vehicle.pt_to_pt_position[0][0] {m},vehicle.pt_to_pt_position[0][1] {m},vehicle.pt_to_pt_position[0][2] {m},vehicle.pt_to_pt_position[1][0] {m},vehicle.pt_to_pt_position[1][1] {m},vehicle.pt_to_pt_position[1][2] {m},vehicle.pt_to_pt_position[2][0] {m},vehicle.pt_to_pt_position[2][1] {m},vehicle.pt_to_pt_position[2][2] {m},vehicle.pt_to_pt_position[3][0] {m},vehicle.pt_to_pt_position[3][1] {m},vehicle.pt_to_pt_position[3][2] {m},vehicle.pt_to_pt_position[4][0] {m},vehicle.pt_to_pt_position[4][1] {m},vehicle.pt_to_pt_position[4][2] {m},vehicle.pt_to_pt_position[5][0] {m},vehicle.pt_to_pt_position[5][1] {m},vehicle.pt_to_pt_position[5][2] {m}
                   0,   385237.8733026918,   -5432401.03099659,   3338997.626559414,                   1,                   0, -0.9999999995343387,                   0,                  -1, -0.9999999995343387,                   0,                   0,   1.000000000465661,                   1,                   1, -0.9999999995343387,                   0,                   0, -0.9999999995343387,                   1,                   0,  -1.999999999534339
                   5,   420142.6124291408,   -5429821.41624137,   3338933.808919079,   34905.73912644904,    2579.61475521978,  -64.81764033529907,   34904.73912644904,    2578.61475521978,  -64.81764033529907,   34904.73912644904,    2579.61475521978,  -62.81764033529907,   34905.73912644904,    2580.61475521978,  -64.81764033529907,   34904.73912644904,    2579.61475521978,  -64.81764033529907,   34905.73912644904,    2579.61475521978,  -65.81764033529907
