sys.exec.out.time {s},vehicle.planet_rel_state.entry_range.crossrange_angle {rad},vehicle.planet_rel_state.entry_range.downrange_angle {rad},vehicle.planet_rel_state.entry_range.totalrange_angle {rad},vehicle.planet_rel_state.entry_range.crossrange_angle {rad},vehicle.planet_rel_state.entry_range.downrange_angle {rad},vehicle.planet_rel_state.entry_range.total_range_avg_rad {m},vehicle.planet_rel_state.entry_range.cross_range_avg_rad {m},vehicle.planet_rel_state.entry_range.down_range_avg_rad {m},vehicle.planet_rel_state.entry_range.total_range_ref_rad {m},vehicle.planet_rel_state.entry_range.cross_range_ref_rad {m},vehicle.planet_rel_state.entry_range.down_range_ref_rad {m}
                   0,1.561480281158139e-07,                  -0,1.562846970811714e-07,1.561480281158139e-07,                  -0,  0.9983680512456389,  0.9974949911754083,                  -0,  0.9983680465332552,  0.9974949864671455,                  -0
                   5,0.005789906241761073,-1.490116119384766e-08,0.005789906241786249,0.005789906241761073,-1.490116119384766e-08,   36986.67061354437,   36986.67061338354,-0.09519054675851518,   36986.71394052469,   36986.71394036386,-0.09519065826676605
                  10, 0.01157971081222809,                  -0, 0.01157971081223257, 0.01157971081222809,                  -0,   73972.43073243185,   73972.43073240323,                  -0,   73972.77839060704,   73972.77839057842,                  -0
                  15, 0.01736962433715617,-1.490116119384766e-08, 0.01736962433716562, 0.01736962433715617,-1.490116119384766e-08,   110958.3648637308,   110958.3648636704,-0.09518965111424041,   110959.5388568709,   110959.5388568105,-0.09519065826676605
                  20,  0.0231597012962583,-2.107342425544702e-08, 0.02315970129626569,  0.0231597012962583,-2.107342425544702e-08,   147944.5600361473,      147944.5600361, -0.1346173873334837,   147947.3433629742,    147947.343362927, -0.1346199199320831
                  25, 0.02779191714838841,-1.490116119384766e-08,  0.0277919171483915, 0.02779191714838841,-1.490116119384766e-08,   177533.7626234713,   177533.7626234515,-0.09518807932815611,   177538.5725605793,   177538.5725605595,-0.09519065826676605
                  30, 0.02779191714838841,-1.490116119384766e-08,  0.0277919171483915, 0.02779191714838841,-1.490116119384766e-08,   177533.7626234713,   177533.7626234515,-0.09518807932815611,   177538.5725605793,   177538.5725605595,-0.09519065826676605
                  35, 0.02779191714838841,-1.490116119384766e-08,  0.0277919171483915, 0.02779191714838841,-1.490116119384766e-08,   177533.7626234713,   177533.7626234515,-0.09518807932815611,   177538.5725605793,   177538.5725605595,-0.09519065826676605
                  40, 0.02779191714838841,-1.490116119384766e-08,  0.0277919171483915, 0.02779191714838841,-1.490116119384766e-08,   177533.7626234713,   177533.7626234515,-0.09518807932815611,   177538.5725605793,   177538.5725605595,-0.09519065826676605
