sys.exec.out.time {s},dummy_veh_launcher_verif.mass_body.composite_properties.mass {kg},vehicle2.dyn_body.mass.composite_properties.mass {kg},vehicle2.dyn_body.mass.core_properties.mass {kg},dummy_veh_launcher_verif.mass_body.composite_properties.position[0] {m},dummy_veh_launcher_verif.mass_body.composite_properties.position[1] {m},dummy_veh_launcher_verif.mass_body.composite_properties.position[2] {m},vehicle2.dyn_body.mass.composite_properties.position[0] {m},vehicle2.dyn_body.mass.composite_properties.position[1] {m},vehicle2.dyn_body.mass.composite_properties.position[2] {m},vehicle2.dyn_body.mass.core_properties.position[0] {m},vehicle2.dyn_body.mass.core_properties.position[1] {m},vehicle2.dyn_body.mass.core_properties.position[2] {m},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[0][2] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[1][2] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][0] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][1] {kg*m2},dummy_veh_launcher_verif.mass_body.composite_properties.inertia[2][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[0][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[1][2] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][0] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][1] {kg*m2},vehicle2.dyn_body.mass.core_properties.inertia[2][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[0][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[1][2] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][0] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][1] {kg*m2},vehicle2.dyn_body.mass.composite_properties.inertia[2][2] {kg*m2},vehicle.dyn_body.composite_body.state.trans.position[0] {m},vehicle.dyn_body.composite_body.state.trans.position[1] {m},vehicle.dyn_body.composite_body.state.trans.position[2] {m},vehicle2.dyn_body.composite_body.state.trans.position[0] {m},vehicle2.dyn_body.composite_body.state.trans.position[1] {m},vehicle2.dyn_body.composite_body.state.trans.position[2] {m},vehicle2.dyn_body.core_body.state.trans.position[0] {m},vehicle2.dyn_body.core_body.state.trans.position[1] {m},vehicle2.dyn_body.core_body.state.trans.position[2] {m},vehicle.dyn_body.composite_body.state.trans.velocity[0] {m/s},vehicle.dyn_body.composite_body.state.trans.velocity[1] {m/s},vehicle.dyn_body.composite_body.state.trans.velocity[2] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[0] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[1] {m/s},vehicle2.dyn_body.composite_body.state.trans.velocity[2] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[0] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[1] {m/s},vehicle2.dyn_body.core_body.state.trans.velocity[2] {m/s},vehicle.dyn_body.derivs.trans_accel[0] {m/s2},vehicle.dyn_body.derivs.trans_accel[1] {m/s2},vehicle.dyn_body.derivs.trans_accel[2] {m/s2},vehicle2.dyn_body.derivs.trans_accel[0] {m/s2},vehicle2.dyn_body.derivs.trans_accel[1] {m/s2},vehicle2.dyn_body.derivs.trans_accel[2] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[0] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[1] {m/s2},vehicle.dyn_body.derivs.non_grav_accel[2] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[0] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[1] {m/s2},vehicle2.dyn_body.derivs.non_grav_accel[2] {m/s2}
                  87,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6969188.060659028,   347488.6043386513,                   0,   6970589.554984701,   339523.1207817548,                   0,   6970589.554984701,   339523.1207817548,                   0,   -708.922808511687,   3982.337276756161,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -8.176282245854356, -0.4076751665116614,                   0,  -8.174384517213747, -0.3981574469959662,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  88,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6968475.049548907,   351470.7369841415,                   0,   6970589.554984701,   339523.1207817548,                   0,   6970589.554984701,   339523.1207817548,                   0,  -717.0995726827374,   3981.927220431734,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -8.177247969376181,  -0.412437921733363,                   0,  -8.174384517213747, -0.3981574469959662,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  89,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6967753.861189881,    355452.457191488,                   0,   6970589.554984701,   339523.1207817548,                   0,   6970589.554984701,   339523.1207817548,                   0,  -725.2773081963246,   3981.512400025974,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -692.5721492615731,   3983.143107696157,                   0,  -8.178224932086758, -0.4172033344279342,                   0,  -8.174384517213747, -0.3981574469959662,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  90,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6967024.494604986,   359433.7601952756,                   0,   6967024.494605563,   359433.7601954031,                   0,   6967024.494605563,   359433.7601954031,                   0,  -733.4560262951089,    3981.09281286565,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -8.179213140942954, -0.4219714361201751,                   0,  -8.179213171089401, -0.4219713805327155,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  91,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6966286.948806013,   363414.6412273999,                   0,   6967024.494605563,   359433.7601954031,                   0,   6967024.494605563,   359433.7601954031,                   0,  -741.6357382287487,   3980.668456245982,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -733.4560262957077,    3981.09281286527,                   0,    -8.1802126029836, -0.4267422583806108,                   0,  -8.179213171089401, -0.4219713805327155,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  92,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6965541.222793498,    367395.095517036,                   0,   6967024.494605563,   359433.7601954031,                   0,   6967024.494605563,   359433.7601954031,                   0,  -749.8164552539818,   3980.239327430598,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -8.181223325329567, -0.4315158328260472,                   0,  -8.179213171089401, -0.4219713805327155,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                  93,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,    6964787.31555672,   371375.1182906068,                   0,   6967024.494605563,   359433.7601954031,                   0,   6967024.494605563,   359433.7601954031,                   0,  -757.9981886347083,   3979.805423651485,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -8.182245315183911, -0.4362921911201316,                   0,  -8.179213171089401, -0.4219713805327155,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  94,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6964025.226073687,   375354.7047717515,                   0,   6967024.494605563,   359433.7601954031,                   0,   6967024.494605563,   359433.7601954031,                   0,  -766.1809496420724,   3979.366742108943,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -733.4560262957077,    3981.09281286527,                   0,  -8.183278579831962,  -0.441071364973911,                   0,  -8.179213171089401, -0.4219713805327155,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  95,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6963254.953311134,   379333.8501812934,                   0,   6963254.953311807,   379333.8501814398,                   0,   6963254.953311807,   379333.8501814398,                   0,  -774.3647495545448,   3978.923279971536,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -8.184323126641468,  -0.445853386146396,                   0,  -8.184323158691644, -0.4458533305907723,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  96,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6962476.496224514,   383312.5497372089,                   0,   6963254.953311807,   379333.8501814398,                   0,   6963254.953311807,   379333.8501814398,                   0,  -782.5495996580051,   3978.475034376047,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -8.185378963062693, -0.4506382864451225,                   0,  -8.184323158691644, -0.4458533305907723,                   0,                  -0,                   0,                   0,                   0,                   0,                   0
                  97,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6961689.853757991,   387290.7986545949,                   0,   6963254.953311807,   379333.8501814398,                   0,   6963254.953311807,   379333.8501814398,                   0,  -790.7355112458247,   3978.022002427424,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -8.186446096628554, -0.4554260977267184,                   0,  -8.184323158691644, -0.4458533305907723,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  98,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6960895.024844428,   391268.5921456374,                   0,   6963254.953311807,   379333.8501814398,                   0,   6963254.953311807,   379333.8501814398,                   0,  -798.9224956189491,   3977.564181198736,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -8.187524534954736,  -0.460216851897469,                   0,  -8.184323158691644, -0.4458533305907723,                   0,                   0,                   0,                   0,                   0,                   0,                   0
                  99,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6960092.008405387,   395245.9254195797,                   0,   6963254.953311807,   379333.8501814398,                   0,   6963254.953311807,   379333.8501814398,                   0,  -807.1105640859811,   3977.101567731119,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -774.3647495552237,   3978.923279971093,                   0,  -8.188614285739813,  -0.465010580913886,                   0,  -8.184323158691644, -0.4458533305907723,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
                 100,                  20,                  20,                  20,             7000000,                   1,                   2,             7000000,                   1,                   2,             7000000,                   1,                   2,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,                   0,                   1,   6959280.803351119,   399222.7936826901,                   0,   6959280.803351892,   399222.7936828561,                   0,   6959280.803351892,   399222.7936828561,                   0,  -815.2997279632633,   3976.634159033729,                   0,  -815.2997279640239,   3976.634159033217,                   0,  -815.2997279640239,   3976.634159033217,                   0,  -8.189715356765383,  -0.469807316783277,                   0,  -8.189715390732637, -0.4698072612618844,                   0,                   0,                  -0,                   0,                   0,                   0,                   0
