7650,  34.63,  1.31,  254.49,  0.5406,  39530
7700,  34.95,  0.93,  254.09,  0.5378,  39270
7750,  35.11,  0.67,  253.48,  0.5353,  38990
7800,  35.19,  0.57,  252.72,  0.5329,  38730
7850,  35.38,  0.61,  252.53,  0.5298,  38470
7900,  35.84,  0.79,  251.81,  0.5274,  38200
7950,  36.56,  1.15,  251.7,  0.5243,  37930
8000,  37.35,  1.74,  251.5,  0.5213,  37680
8050,  38.01,  2.58,  251.44,  0.5181,  37410
8100,  38.45,  3.59,  250.79,  0.5156,  37140
8150,  38.7,  4.7,  250.56,  0.5127,  36900
8200,  38.91,  5.82,  250.05,  0.5103,  36650
8250,  39.25,  6.81,  249.29,  0.508,  36400
8300,  39.82,  7.52,  248.88,  0.5053,  36150
8350,  40.64,  7.93,  248.44,  0.5027,  35900
8400,  41.5,  8.29,  247.81,  0.5003,  35630
8450,  42.13,  8.97,  247.5,  0.4976,  35380
8500,  42.32,  10.11,  246.95,  0.4951,  35140
8550,  42.19,  11.38,  246.61,  0.4923,  34900
8600,  42.06,  12.2,  246.16,  0.4898,  34650
8650,  42.19,  12.23,  245.83,  0.487,  34420
8700,  42.52,  11.65,  245.73,  0.484,  34180
8750,  42.7,  10.99,  245.18,  0.4816,  33920
8800,  42.48,  10.7,  244.61,  0.4792,  33680
8850,  41.95,  10.79,  244.36,  0.4763,  33430
8900,  41.44,  11.01,  244.11,  0.4735,  33190
8950,  41.22,  11.15,  243.6,  0.4709,  32940
9000,  41.26,  11.16,  242.99,  0.4686,  32670
9050,  41.32,  11.07,  242.84,  0.4657,  32440
9100,  41.24,  10.95,  242.42,  0.4631,  32210
9150,  41.1,  10.9,  241.73,  0.4609,  31960
9200,  41.13,  11.04,  241.5,  0.4583,  31740
9250,  41.33,  11.26,  240.77,  0.4562,  31510
9300,  41.41,  11.19,  240.59,  0.4535,  31320
9350,  41.09,  10.43,  239.96,  0.4513,  31060
9400,  40.45,  9.08,  239.45,  0.4489,  30830
9450,  40.04,  7.87,  239,  0.4465,  30590
9500,  40.36,  7.53,  238.57,  0.4441,  30390
9550,  41.36,  8.06,  238.49,  0.4413,  30180
9600,  42.39,  8.6,  237.9,  0.4391,  29960
9650,  42.77,  8.18,  237.25,  0.437,  29740
9700,  42.47,  6.78,  236.94,  0.4345,  29520
9750,  42.03,  5.33,  236.49,  0.4322,  29290
9800,  42.03,  4.79,  236.01,  0.4299,  29100
9850,  42.47,  5.2,  235.85,  0.4273,  28890
9900,  42.87,  5.68,  235.01,  0.4255,  28680
9950,  42.77,  5.38,  234.05,  0.4239,  28470
10000,  42.22,  4.31,  234.21,  0.4209,  28280
10050,  41.69,  3.25,  233.35,  0.4192,  28060
10100,  41.58,  2.83,  233.15,  0.4165,  27850
10150,  42,  2.94,  232.83,  0.414,  27640
10200,  42.76,  3.01,  232.87,  0.4112,  27450
10250,  43.56,  2.73,  232.68,  0.4085,  27250
10300,  44.14,  2.46,  232.57,  0.4059,  27070
10350,  44.32,  2.79,  231.57,  0.4045,  26870
10400,  44.07,  4,  231.06,  0.4025,  26680
10450,  43.62,  5.76,  230.7,  0.4002,  26490
10500,  43.31,  7.44,  230.54,  0.3976,  26300
10550,  43.36,  8.59,  230.08,  0.3955,  26100
10600,  43.66,  9.05,  229.98,  0.3928,  25920
10650,  43.89,  8.94,  229.66,  0.3906,  25750
10700,  43.86,  8.51,  228.97,  0.3889,  25570
10750,  43.67,  8.14,  228.74,  0.3866,  25390
10800,  43.54,  8.16,  228.4,  0.3844,  25210
10850,  43.48,  8.65,  227.85,  0.3825,  25030
10900,  43.26,  9.36,  227.64,  0.3802,  24850
10950,  42.65,  9.87,  227.28,  0.3781,  24670
11000,  41.66,  10.02,  226.65,  0.3764,  24490
11050,  40.66,  10.06,  226.58,  0.3738,  24310
11100,  40.08,  10.39,  226.43,  0.3715,  24150
11150,  40.09,  11.13,  225.98,  0.3697,  23980
11200,  40.57,  12,  225.31,  0.368,  23800
11250,  41.31,  12.61,  225.34,  0.3653,  23620
11300,  42.23,  12.91,  225.32,  0.3628,  23460
11350,  43.37,  13.19,  225.02,  0.3608,  23300
11400,  44.76,  13.69,  224.48,  0.359,  23130
11450,  46.18,  14.23,  224.34,  0.3566,  22960
11500,  47.24,  14.3,  223.75,  0.3549,  22790
11550,  47.79,  13.61,  223.91,  0.3521,  22630
11600,  48.03,  12.44,  222.61,  0.3517,  22470
11650,  48.37,  11.44,  222.65,  0.3491,  22310
11700,  49.03,  10.97,  223.04,  0.3459,  22150
11750,  49.71,  10.84,  222.36,  0.3445,  21990
11800,  49.95,  10.56,  221.8,  0.3428,  21830
11850,  49.54,  9.91,  221.92,  0.3402,  21670
11900,  48.77,  9.16,  221.56,  0.3382,  21510
11950,  48.2,  8.8,  220.95,  0.3367,  21350
12000,  48.16,  9.04,  220.92,  0.3344,  21200
12050,  48.53,  9.68,  220.79,  0.3321,  21050
12100,  48.91,  10.31,  220.88,  0.3294,  20900
12150,  48.97,  10.64,  221.08,  0.3266,  20750
12200,  48.61,  10.51,  220.77,  0.3247,  20600
12250,  47.87,  9.97,  219.87,  0.3237,  20450
12300,  46.82,  9.33,  220.39,  0.3204,  20300
12350,  45.53,  9.04,  219.72,  0.319,  20150
12400,  44.11,  9.47,  219.24,  0.3174,  20000
12450,  42.74,  10.51,  219.53,  0.3145,  19850
12500,  41.59,  11.61,  219.19,  0.3127,  19710
12550,  40.78,  12.18,  218.45,  0.3116,  19560
12600,  40.35,  12.12,  218.96,  0.3085,  19420
12650,  40.3,  11.89,  219.05,  0.3058,  19260
12700,  40.64,  12.12,  218.97,  0.3035,  19110
12750,  41.34,  13.03,  218.73,  0.3015,  18970
12800,  42.34,  14.38,  219.24,  0.2982,  18820
12850,  43.47,  15.74,  219,  0.2962,  18660
12900,  44.48,  16.92,  219.35,  0.2934,  18530
12950,  45.16,  17.97,  218.92,  0.2916,  18390
13000,  45.47,  18.94,  218.38,  0.2902,  18260
13050,  45.65,  19.73,  218.46,  0.2876,  18120
13100,  46.02,  20.1,  218.48,  0.2852,  17970
13150,  46.8,  19.97,  217.96,  0.2838,  17820
13200,  47.89,  19.45,  217.69,  0.282,  17690
13250,  49.03,  18.79,  216.75,  0.2812,  17550
13300,  50,  18.14,  216.15,  0.2799,  17420
13350,  50.7,  17.44,  216.49,  0.277,  17280
13400,  51.2,  16.52,  215.71,  0.276,  17150
13450,  51.65,  15.34,  215.76,  0.2736,  17000
13500,  52.23,  14.07,  216.23,  0.2706,  16850
13550,  53.02,  13,  216.01,  0.2686,  16690
13600,  53.89,  12.19,  216.18,  0.2662,  16560
13650,  54.53,  11.41,  215.57,  0.265,  16420
13700,  54.65,  10.39,  215.21,  0.2633,  16280
13750,  54.27,  9.14,  215.24,  0.2611,  16160
13800,  53.8,  8.08,  214.92,  0.2595,  16030
13850,  53.68,  7.56,  214.67,  0.2577,  15880
13900,  54.02,  7.37,  214.05,  0.2564,  15760
13950,  54.46,  6.79,  213.05,  0.256,  15630
14000,  54.43,  5.31,  213.23,  0.2536,  15510
14050,  53.67,  3.21,  212.81,  0.2521,  15370
14100,  52.34,  1.42,  213.47,  0.2489,  15240
14150,  50.86,  0.72,  212.98,  0.2476,  15100
14200,  49.51,  1.1,  212.75,  0.246,  15010
14250,  48.34,  1.8,  212.78,  0.2438,  14890
14300,  47.36,  2.01,  212.2,  0.2426,  14770
14350,  46.7,  1.44,  211.17,  0.2422,  14660
14400,  46.55,  0.41,  210.71,  0.241,  14550
14450,  46.85,  -0.45,  210.05,  0.2401,  14460
14500,  47.11,  -0.52,  210.35,  0.2376,  14360
14550,  46.65,  0.59,  210.69,  0.2348,  14250
14600,  45.2,  2.74,  210.5,  0.233,  14160
14650,  43.19,  5.21,  211.09,  0.2299,  14030
14700,  41.46,  7,  210.4,  0.2289,  13920
14750,  40.61,  7.4,  210.76,  0.2262,  13770
14800,  40.51,  6.4,  209.83,  0.2257,  13670
14850,  40.61,  4.64,  208.68,  0.2256,  13570
14900,  40.5,  2.84,  208.17,  0.2244,  13470
14950,  40.29,  1.38,  207.78,  0.223,  13340
15000,  40.29,  0.33,  206.91,  0.2224,  13250
15050,  40.51,  -0.38,  206.62,  0.2209,  13160
15100,  40.5,  -0.71,  206.88,  0.218,  13010
15150,  39.75,  -0.64,  205.64,  0.2176,  12900
15200,  38.28,  -0.33,  204.39,  0.2175,  12790
15250,  36.74,  -0.12,  204.84,  0.2148,  12680
15300,  35.92,  -0.27,  205.46,  0.2118,  12550
15350,  36.08,  -0.7,  205.8,  0.2091,  12430
15400,  36.86,  -1.08,  205.59,  0.2074,  12340
15450,  37.68,  -1.12,  206.07,  0.2047,  12220
15500,  38.18,  -0.9,  206.04,  0.2027,  12110
15550,  38.34,  -0.75,  204.91,  0.2026,  12000
15600,  38.19,  -0.89,  204.19,  0.202,  11920
15650,  37.56,  -1.12,  203.63,  0.201,  11820
15700,  36.27,  -0.97,  203.44,  0.1995,  11730
15750,  34.41,  -0.12,  202.4,  0.1994,  11640
15800,  32.4,  1.23,  202.27,  0.1978,  11550
15850,  30.79,  2.51,  201.97,  0.1965,  11450
15900,  29.93,  3.25,  201.53,  0.1954,  11360
15950,  29.87,  3.4,  200.81,  0.1947,  11270
16000,  30.42,  3.3,  201.09,  0.1925,  11170
16050,  31.23,  3.36,  200.8,  0.1912,  11060
16100,  31.81,  3.85,  200.91,  0.1893,  10950
16150,  31.77,  4.83,  200.22,  0.1885,  10850
16200,  31.08,  6.16,  198.63,  0.1891,  10790
16250,  30.27,  7.55,  198.81,  0.1872,  10670
16300,  30.02,  8.68,  199.87,  0.184,  10550
16350,  30.51,  9.28,  200.74,  0.1811,  10450
16400,  31.31,  9.37,  200.43,  0.1799,  10340
16450,  31.83,  9.27,  199.56,  0.1795,  10260
16500,  31.96,  9.41,  199.08,  0.1785,  10170
16550,  32.11,  10.02,  199.16,  0.1769,  10090
16600,  32.5,  10.84,  199.44,  0.175,  10010
16650,  32.86,  11.39,  199.76,  0.1731,  9924
16700,  32.73,  11.34,  199.58,  0.1718,  9829
16750,  32.04,  10.82,  199.96,  0.1698,  9743
16800,  31.09,  10.22,  199.57,  0.1688,  9650
16850,  30.21,  9.83,  200.43,  0.1662,  9575
16900,  29.5,  9.67,  200.84,  0.1642,  9478
16950,  28.93,  9.55,  200.18,  0.1636,  9397
17000,  28.37,  9.34,  199.98,  0.1624,  9332
17050,  27.64,  9.07,  199.58,  0.1616,  9250
17100,  26.71,  8.89,  200.07,  0.1597,  9169
17150,  25.84,  8.85,  198.93,  0.1597,  9126
17200,  25.28,  8.78,  198.95,  0.1584,  9073
17250,  24.8,  8.44,  198.41,  0.1577,  9006
17300,  23.67,  7.78,  198.44,  0.1564,  8928
17350,  21.67,  7.08,  198.79,  0.1547,  8845
17400,  19.61,  6.6,  199.25,  0.1529,  8754
17450,  18.57,  6.35,  199.61,  0.1512,  8646
17500,  18.55,  6.1,  199.89,  0.1496,  8578
17550,  18.48,  5.69,  200.5,  0.1477,  8496
17600,  17.6,  5.14,  201.16,  0.1457,  8434
17650,  16.44,  4.59,  200.69,  0.145,  8349
17700,  16,  4.23,  199.61,  0.1448,  8306
17750,  16.29,  4.22,  199.25,  0.144,  8249
17800,  16.21,  4.48,  198.13,  0.144,  8189
17850,  14.96,  4.7,  198.61,  0.1423,  8110
17900,  13.16,  4.55,  198.71,  0.141,  8040
17950,  12.02,  4.08,  200.66,  0.138,  7973
18000,  12.04,  3.74,  201.01,  0.1365,  7910
18050,  12.62,  3.83,  201.89,  0.1345,  7838
18100,  13.14,  4.25,  201.91,  0.1333,  7765
18150,  13.55,  4.56,  201.58,  0.1323,  7697
18200,  13.95,  4.46,  202.03,  0.1309,  7626
18250,  13.88,  3.94,  200.92,  0.1307,  7561
18300,  12.73,  3.13,  200.26,  0.1302,  7512
18350,  10.69,  2.21,  200.35,  0.1291,  7449
18400,  8.96,  1.38,  200.08,  0.1282,  7402
18450,  8.66,  0.83,  199.38,  0.1278,  7333
18500,  9.81,  0.57,  200.47,  0.1259,  7266
18550,  11.4,  0.46,  200.96,  0.1244,  7207
18600,  12.36,  0.47,  201.42,  0.123,  7145
18650,  12.34,  0.59,  199.06,  0.1238,  7082
18700,  11.76,  0.58,  198.43,  0.1234,  7034
18750,  11.26,  -0.02,  198.7,  0.1222,  6984
18800,  11.26,  -1.26,  198.29,  0.1215,  6920
18850,  11.7,  -2.52,  196.96,  0.1215,  6866
18900,  12.12,  -3.01,  197.04,  0.1205,  6801
18950,  12.12,  -2.57,  196.76,  0.1197,  6743
19000,  11.88,  -1.82,  196.78,  0.1186,  6692
19050,  12.07,  -1.51,  197.27,  0.1173,  6636
19100,  13.06,  -1.75,  197.2,  0.1164,  6579
19150,  14.44,  -2.14,  199.08,  0.1141,  6511
19200,  15.53,  -2.44,  199.4,  0.1129,  6458
19250,  16.22,  -2.91,  200.79,  0.111,  6403
19300,  16.92,  -3.85,  200.41,  0.1103,  6350
19350,  17.69,  -4.94,  200.56,  0.1092,  6293
19400,  17.77,  -5.4,  199.97,  0.1088,  6250
19450,  16.46,  -4.94,  199.68,  0.108,  6199
19500,  14.33,  -4.16,  199.02,  0.1076,  6157
19550,  13.05,  -3.89,  199.3,  0.1065,  6110
19600,  13.66,  -4.2,  199.05,  0.1059,  6061
19650,  15.18,  -4.44,  200.66,  0.1039,  6002
19700,  15.52,  -4.16,  200.6,  0.1031,  5957
19750,  13.73,  -3.72,  200.69,  0.1023,  5904
19800,  10.98,  -3.68,  201.82,  0.1008,  5863
19850,  9.14,  -4.1,  202.12,  0.09977,  5812
19900,  8.74,  -4.55,  201.73,  0.09912,  5760
19950,  8.9,  -4.71,  200.88,  0.09879,  5708
20000,  8.88,  -4.63,  200.31,  0.09831,  5659
20500,  3.3,  -1.09,  203.87,  0.08867,  5200
21000,  0.2,  -0.79,  203.24,  0.08182,  4771
21500,  -8.72,  -1.38,  205.78,  0.07447,  4395
22000,  -9.18,  -4.94,  208.38,  0.06769,  4048
22500,  -5.2,  -2.91,  206.96,  0.06265,  3721
23000,  7.86,  -3.38,  208.15,  0.05747,  3434
23500,  7.35,  -3.71,  207.26,  0.05327,  3172
24000,  4.28,  -6.52,  209.39,  0.04854,  2920
24500,  9.41,  -4.15,  211.93,  0.04433,  2696
25000,  -5.96,  -2.43,  213.77,  0.04059,  2491
25500,  -13.92,  -4.14,  213.79,  0.03729,  2288
26000,  -9.84,  -6.44,  213.52,  0.03452,  2120
26500,  -7.14,  -5.1,  215.63,  0.03144,  1944
27000,  -3.83,  -1.9,  215.09,  0.02916,  1800
27500,  -4.68,  -4.32,  214.92,  0.02699,  1669
28000,  -13.38,  -6.03,  214.88,  0.02489,  1541
28500,  -5.92,  -1.57,  213.91,  0.02316,  1429
29000,  -5.94,  0.52,  215.44,  0.02133,  1322
29500,  1.55,  3.01,  216.09,  0.01966,  1220
30000,  22.58,  3.5,  215.9,  0.01846,  1146
30500,  21.31,  1.63,  218.5,  0.01697,  1066
31000,  24.96,  0.5,  218.68,  0.01576,  992.2
31500,  27.19,  -0.83,  224.91,  0.01424,  920.5
32000,  26.28,  4.64,  224.47,  0.0132,  851.6
32500,  28.96,  4.45,  223.9,  0.01223,  787.4
33000,  25.53,  3.26,  229.41,  0.01109,  730
33500,  18.41,  2.98,  231.84,  0.01017,  676.8
34000,  17.08,  1.8,  233.23,  0.009387,  628.3
34500,  11.24,  2.14,  236.69,  0.008569,  581.9
35000,  6.96,  2.9,  236.02,  0.007985,  540.2
35500,  4.65,  6.7,  239.16,  0.007305,  501.3
36000,  9.64,  7.44,  239.72,  0.006773,  465.8
36500,  18.16,  5.3,  237.52,  0.006368,  433.8
37000,  36.84,  2.8,  240.37,  0.005883,  405.9
37500,  37.57,  8.51,  239.55,  0.00552,  379.4
38000,  34.8,  -0.15,  243.53,  0.005056,  353.5
38500,  37.97,  -2.3,  244.82,  0.004698,  330.3
39000,  46.21,  -6.51,  245.38,  0.004368,  307.5
39500,  28.41,  -7.8,  249.52,  0.003997,  286.5
40000,  22.22,  -8.83,  251.3,  0.003703,  267
40500,  21.48,  -2.03,  250.96,  0.00348,  249.8
41000,  26.61,  1.22,  250.51,  0.00326,  233
41500,  40.39,  1.96,  251.68,  0.00303,  217.9
42000,  40.79,  3.65,  255.04,  0.002788,  204
42500,  41.16,  -0.14,  257.68,  0.002575,  190.8
43000,  36.99,  7.94,  256.97,  0.002422,  178.2
43500,  44.58,  8.12,  256.22,  0.002281,  167
44000,  62.68,  13.79,  255.41,  0.002155,  156.6
44500,  68.54,  9.78,  259.11,  0.001989,  147.2
45000,  72.71,  10.57,  262.38,  0.001835,  137.5
45500,  79.37,  7.98,  262.17,  0.001715,  129
46000,  82.17,  5.97,  260.91,  0.00162,  121.7
46500,  76.05,  11.97,  255.6,  0.001572,  114.9
47000,  75.86,  15.65,  251.85,  0.001507,  108.3
47500,  66.81,  19.21,  258.1,  0.001376,  102
48000,  61.66,  15.64,  259.96,  0.001275,  95.26
48500,  48.98,  16.12,  258.33,  0.001209,  89.73
49000,  54.86,  15.13,  257.01,  0.001147,  84.39
49500,  57.96,  14.29,  254.19,  0.001101,  79.84
50000,  67.78,  13.91,  256.62,  0.001024,  75.07
50500,  70.1,  17.67,  258.66,  0.0009462,  70.09
51000,  76.35,  21.41,  256.51,  0.0008928,  65.41
51500,  67.96,  26.81,  257.32,  0.0008322,  61.29
52000,  74.17,  23.2,  256.81,  0.000784,  57.78
52500,  70.66,  14.17,  255.4,  0.0007364,  53.78
53000,  75.83,  6.81,  257.01,  0.00068,  49.81
53500,  67.61,  17.79,  252.53,  0.0006531,  46.63
54000,  80.24,  16.1,  249.73,  0.0006233,  43.85
54500,  104.55,  14.33,  250.37,  0.0005831,  41.34
55000,  95.51,  16.23,  252.96,  0.0005369,  38.53
55500,  101.37,  16.4,  252.81,  0.0005015,  36.11
56000,  110.1,  8.73,  252.03,  0.0004689,  33.5
56500,  110.19,  13.39,  251.27,  0.0004392,  31.57
57000,  91.84,  13.46,  247.83,  0.0004171,  29.65
57500,  93.25,  21.65,  241.95,  0.0004035,  27.68
58000,  93.61,  11.12,  240.41,  0.0003812,  26.14
58500,  92.66,  12.99,  238.47,  0.0003609,  24.73
59000,  95.63,  15.67,  237.15,  0.000339,  23.01
59500,  100.16,  8.37,  234.29,  0.0003237,  21.52
60000,  90.78,  9.8,  231.14,  0.0003084,  20.23
60500,  89.62,  18.59,  233.12,  0.0002868,  19.08
61000,  83.67,  22.47,  232.82,  0.0002679,  17.79
61500,  69.42,  20.51,  235.34,  0.0002466,  16.58
62000,  73.12,  21.5,  233.37,  0.0002328,  15.46
62500,  63.84,  21.77,  231.06,  0.0002207,  14.49
63000,  58.87,  18.46,  233.63,  0.0002034,  13.56
63500,  56.68,  17.48,  234.4,  0.0001883,  12.61
64000,  60.73,  19.42,  233.58,  0.0001767,  11.8
64500,  63.15,  15.13,  228.96,  0.0001692,  11.05
65000,  48.23,  16.52,  226.53,  0.00016,  10.32
65500,  55.24,  16.22,  226.59,  0.0001486,  9.622
66000,  57.36,  16.05,  226.59,  0.0001381,  8.953
66500,  48.32,  19.08,  229.27,  0.0001264,  8.288
