sys.exec.out.time {s},luwinds.lookup_table_winds.average_wind[0] {m/s},luwinds.lookup_table_winds.average_wind[1] {m/s},luwinds.lookup_table_winds.average_wind[2] {m/s}
                   0,                   0,                   0,                   0
                   1,   1.153042136266421,   27.88453161458137,-0.004031119555662118
                   2,  -14.28728318760413,  -10.56840472184975,  0.2315038966260697
                   3,  -10.34710991996747, -0.4566116416826844,  0.2035087541558496
                   4,                   0,                   0,                   0
