sys.exec.out.time {s},fd_obj.time {1},fd_obj.in_vec3[0] {1},fd_obj.in_vec3[1] {1},fd_obj.in_vec3[2] {1},fd_obj.out_vec3_deriv1[0] {1},fd_obj.out_vec3_deriv1[1] {1},fd_obj.out_vec3_deriv1[2] {1},fd_obj.out_vec3_deriv2[0] {1},fd_obj.out_vec3_deriv2[1] {1},fd_obj.out_vec3_deriv2[2] {1},fd_obj.error_deriv1_vec[0] {1},fd_obj.error_deriv1_vec[1] {1},fd_obj.error_deriv1_vec[2] {1},fd_obj.error_deriv2_vec[0] {1},fd_obj.error_deriv2_vec[1] {1},fd_obj.error_deriv2_vec[2] {1}
                   0,                0.06,  0.0599640064794446,  0.1197122072889194,  0.1790295734258242,  0.9986669196448623,   1.989341426542781,   2.964061431332718,                   0,                   0,                   0,0.0004672204542069279,0.001875565290508092,0.004245373887540776,                  -1,                  -1,                  -1
                   1,                0.11,  0.1097783008371748,  0.2182296230808693,  0.3240430283948684,  0.9947038829889474,    1.95772414266226,   2.857841280337216, -0.1098901522280293, -0.8764882828137885,  -2.943376014723128,0.0007523320534858978,0.003037841734864902,  0.0069462182416796,0.001018884333256583,0.004089488906128473,0.009254175390431088
                   2,                0.12,  0.1197122072889194,  0.2377026264271346,  0.3522742332750899,  0.9929081048444309,    1.94345900442445,   2.810262386129041, -0.1197675955701314, -0.9525754197581673,  -3.183775710438262,0.0001001894896684988,0.0004030804625493434,0.0009160251536878229,0.0004626786396006592,0.001856220602352064,0.004197364724992055
                   3,                0.14,  0.1395431146442365,  0.2763556485641137,  0.4077604530595701,  0.9903151828267873,   1.922884954997242,   2.741771323358567, -0.1395875113453684,   -1.10683340064346,  -3.680432966493299,0.0001001666449839837,0.0004027230609404622,0.0009142966294846219,0.0003181575905419716,0.001276259771000805,0.002885378433919127
                   4,                0.17,   0.169182349066996,  0.3334870921408143,  0.4881772468829075,  0.9858319485543299,   1.887419659981327,   2.624309077043588, -0.1692581287962867,  -1.336347487050034,  -4.411489428466666,0.0002507969411339269,0.001013163336382904,0.002320478312231647,0.0004479174672095669,0.001798509255167535,0.004072793604453216
                   5,                0.21,  0.2084598998460996,  0.4077604530595701,  0.5891447579422695,  0.9784897916026929,   1.829664063204437,   2.434832337839933, -0.2086430657471965,  -1.636812430650934,  -5.344990310500179,0.0004691844313265376,0.001909004931451494,0.004434590321449281,0.0008786625208596894,0.003537995390035267,0.008050745205803799
                   6,                0.26,  0.2570805518921551,  0.4968801378437367,  0.7032794192004101,  0.9671209695008445,   1.741037958302462,   2.148529585539898, -0.2574558137210374,  -1.999249586749215,  -6.415114846412848,0.0007564144733188754,0.003111016138850316,0.007403137258769086,0.001459705240712777,0.005901340424457121, 0.01352395510268165
                   7,                0.27,  0.2667314366888311,  0.5141359916531132,  0.7242871743701426,    0.96386771945869,   1.716117328480032,   2.070455898941657, -0.2668804712645425,   -2.06117718892466,  -6.552088221300551,0.000100462768864002,0.000408043994186258,0.0009478387925278664,0.0005587439469507433,0.002252916731869748,0.005139712711083924
                   8,                0.29,  0.2859522251048356,  0.5480239367918737,  0.7643289370255052,  0.9583400482219702,   1.673605174271621,   1.936296543298063, -0.2860530178503069,   -2.19520687609014,  -6.901181034934325,0.0001003635000761399,0.0004063985650264501,0.0009392197978595013,0.0003524810671935127,0.001419248646718611,0.003230226706558652
                   9,  0.3200000000000001,  0.3145665606161178,  0.5971954413623921,  0.8191915683009984,  0.9494742414549187,   1.605841889598169,   1.724754121698759, -0.3147191180428308,  -2.393452072636137,  -7.405605383036345,0.0002515955135347507,0.001028788528901672,0.002437673538406993,0.0004849766180301973,0.001955099981973291,0.004459853348067118
                  10,                0.36,    0.35227423327509,  0.6593846719714732,  0.8819578068849475,  0.9363378923399619,   1.506548258299267,   1.420814015312416, -0.3526110904870166,   -2.64775343436645,  -8.008344026913619,0.0004712791526460734,0.001953164164386542,  0.0048295578413914,0.0009562357393976775,0.003872832852641451,0.008909945627908871
                  11,                0.41,  0.3986093279844229,  0.7311458297268959,  0.9424888019316975,  0.9178186040268574,   1.368830038375918,   1.011433198899601, -0.3992395726793347,  -2.943423879366946,  -8.609567134700001,0.0007608389133607731,0.003215689979893657,0.008696422554402547,0.001581108746497839,0.006442134965879646, 0.01499197503627088
                  12,                0.42,  0.4077604530595702,  0.7446431199708594,  0.9520903415905159,  0.9131809430694093,   1.335480002611004,  0.9184096433729931, -0.4079997869347096,  -2.985660138507995,  -8.615841996020833,0.0001007599074298456,0.0004152672680231716,0.001045198626863376,0.0005869472464620031,0.002379548818243031,0.005488382264652558
                  13,  0.4400000000000001,  0.4259394650659997,  0.7707388788989694,  0.9687151001182653,  0.9048426621926389,   1.274827227744936,  0.7452939000579093, -0.4260943902709471,  -3.087489059173606,  -8.747863964951875,0.0001005789504178903,0.0004119425606902367,0.001030917301558052,0.0003637258757495377,0.001470518648353658,0.003375383408381075
                  14,  0.4700000000000001,  0.4528862853790684,  0.8075581004051143,  0.9871001010138504,  0.8917933898374493,   1.180819045817767,  0.4817906252653898, -0.4531121943909966,  -3.236756712875831,  -8.925222388181282,0.0002524782959430489,0.001053764829749902, 0.00307651635892118,0.0004988206073388106,0.002019765281315588,0.004651276447060287
                  15,  0.5100000000000001,  0.4881772468829076,  0.8521080219493631,   0.999167945271476,  0.8731578626399905,   1.048856984359388,  0.1239033883003344, -0.4886602303206473,  -3.422178509466903,   -9.07719003685952,0.0004736265775586136,0.002030206446375156, 0.01265460462415371,0.0009893608127450732,0.004033063096273612,0.009416560584453566
                  16,  0.5600000000000002,  0.5311861979208835,  0.9001004421765051,  0.9940432021980758,  0.8479040114059266,  0.8743486078409557, -0.3270453991950308, -0.5320572715456819,  -3.624670883098247,  -9.089804711491752,0.0007658854860544687,0.003424185795216678,0.0002604061920849333,0.001639864944171941,0.006740668389613908, 0.01603059006243283
                  17,  0.5700000000000002,  0.5396320487339694,  0.9086334961158834,   0.990326804156158,  0.8419860914001027,  0.8355482255036661, -0.4164972946457359, -0.5399563069854025,  -3.643442959963409,  -8.964131697989956,0.0001011000584927712,0.0004301033461235249,0.0005613985606119652,0.0006008876829941076,0.002451201595020992,0.005743385849970644
                  18,  0.5900000000000002,  0.5563610229127839,  0.9246060124080205,  0.9802244727880454,   0.831024460695474,  0.7621727617195404, -0.5941010778815041, -0.5565666012895178,  -3.703975039915861,  -8.852796483087616,0.0001008274085237556,0.0004241164727379175,0.0007321182773506739,0.0003695053540193599,0.001500906929352974,0.003488569183168985
                  19,  0.6200000000000002,  0.5810351605373053,  0.9457839994495392,  0.9584712830789139,   0.814084781276712,  0.6503171534502172, -0.8571001767769602, -0.5813293477012849,   -3.79093151582947,  -8.667775891541169,0.000253507894808173,0.001115444676218485,0.001791792721588548,0.0005063155966456615,0.002060596826508677,0.004814883005677922
                  20,  0.6600000000000003,   0.613116851973434,  0.9687151001182653,  0.9174379552818095,  0.7903685897617887,  0.4974744397662612,  -1.197677121378984, -0.6137351148699963,  -3.890910570423785,  -8.338714905473353,0.0004764075511354969,0.002263593062963313,0.003385033549487587,0.001008393252562391,0.004142128565138421, 0.00990358318163078
                  21,  0.7100000000000003,  0.6518337710215369,  0.9886517628517199,  0.8476778401335693,  0.7589473226614114,  0.3017642201973807,  -1.600407362985468, -0.6529261111397773,  -3.982136832021524,  -7.760209492128524,0.0007719885313838761,0.004371031006867225,0.005575344318678192,0.001675795527636508, 0.00696144528565763, 0.01718537196811339
                  22,  0.7200000000000003,  0.6593846719714734,  0.9914583481916865,  0.8313834607786826,  0.7518820473322512,  0.2609794138846042,  -1.668477207575974, -0.6597865724576195,  -3.975767872895403,  -7.527610829106436,0.0001015131813953451,0.0005060291935857827,0.000827647378047861,0.0006095083844525061,0.002505017015282737,0.006035412889578244
                  23,  0.7400000000000003,  0.6742879116281453,  0.9958808445376401,   0.796565472236086,  0.7385432413935575,  0.1814356728317108,  -1.815207088223929, -0.6745395263283456,  -3.989595961713519,  -7.195085916877417,0.000101131812704789,0.0005096627728841238,0.0008547786101960404,0.0003731561783344822,0.001524425235274459,0.003626216084866148
                  24,  0.7700000000000004,   0.696135238627357,  0.9995258306054791,  0.7390052780594702,  0.7180935835911413,  0.0617243665727969,  -2.025337366474933, -0.6964910971382778,  -4.006473696816101,  -6.684524982582843,0.0002547865464895982,0.002296877317296987,0.002097106518152866,0.0005111916351519224, 0.00209358631310076, 0.00503341466661456
                  25,  0.8100000000000004,  0.7242871743701428,   0.998789743470524,  0.6530407515722642,  0.6898293422911106,-0.09834601492731565,  -2.280793175299944, -0.7250268318728104,  -4.012079178233762,  -5.939953311099089,0.0004799276162923763,-0.0002198782057291164,0.003884238876266531, 0.00102122131778849,0.004235176738217433, 0.01064873938622735
                  26,  0.8600000000000004,  0.7578425628952773,  0.9888897660047014,  0.5325349075556201,  0.6529463132432678, -0.2977758665067771,  -2.555118945973289, -0.7591316379030104,  -3.983890357545079,   -4.88551159018175,0.0007799139443173098,0.001595908943523147,0.006259716177841469,0.001700979953947574, 0.00716239931391364, 0.01934091724233072
                  27,  0.8700000000000004,  0.7643289370255054,  0.9857191788355534,  0.5069068522480523,  0.6448923534428346,  -0.336901911514512,  -2.588253639160755, -0.7647994539292426,  -3.952949282577833,  -4.592299019422114,0.000102052564546793,0.0003177471442102633,0.0008705049127955629,0.0006155947798709695, 0.00255462393648432,0.006605936257429385
                  28,  0.8900000000000005,  0.7770717475268242,  0.9781966068080444,  0.4543056698303053,   0.629475933094696, -0.4155085243492209,   -2.67489484764107, -0.7773637478301225,  -3.918838158269637,  -4.104792046979014, 0.00010153368270908,0.0003527552605114926,0.0008820258689859988,0.0003757700678575573,0.001546655088389193,0.003923207452486535
                  29,  0.9200000000000005,  0.7956016200363664,  0.9639829961524479,  0.3723990394250541,  0.6059755521360159, -0.5323820741398784,   -2.79031814908098, -0.7960111580778175,  -3.864129514757224,  -3.370346410799357,0.000256504328635196,0.0008541064474934235,0.002190926919797094,0.0005147526489858621,0.002125952994023506,0.005595865959872251
