sys.exec.out.time {s},planet_rel_state.relstate_name.position_vector_only {--},planet_rel_state.relstate_name.state.rot.ang_vel_mag {rad/s},planet_rel_state.relstate_direct.position_vector_only {--},planet_rel_state.relstate_direct.state.rot.ang_vel_mag {rad/s},planet_rel_state.position_mag_name {m},planet_rel_state.position_mag_direct {m},planet_rel_state.velocity_mag_name {m/s},planet_rel_state.velocity_mag_direct {m/s},planet_rel_state.relstate_name.state.trans.position[0] {m},planet_rel_state.relstate_name.state.trans.position[1] {m},planet_rel_state.relstate_name.state.trans.position[2] {m},planet_rel_state.relstate_name.state.trans.velocity[0] {m/s},planet_rel_state.relstate_name.state.trans.velocity[1] {m/s},planet_rel_state.relstate_name.state.trans.velocity[2] {m/s},planet_rel_state.relstate_direct.state.trans.position[0] {m},planet_rel_state.relstate_direct.state.trans.position[1] {m},planet_rel_state.relstate_direct.state.trans.position[2] {m},planet_rel_state.relstate_direct.state.trans.velocity[0] {m/s},planet_rel_state.relstate_direct.state.trans.velocity[1] {m/s},planet_rel_state.relstate_direct.state.trans.velocity[2] {m/s}
                 760,0,                   0,0,                   0,   151964153565.4741,   151964153565.4741,    29309.9880041887,    29309.9880041887,  -14632852563.66695,    -138778649036.04,  -60162032599.07874,   29159.11846814798,  -2724.652960581279,  -1182.147710987336,  -14632852563.66695,    -138778649036.04,  -60162032599.07874,   29159.11846814798,  -2724.652960581279,  -1182.147710987336
                 770,0,                   0,0,                   0,   151964155050.2274,   151964155050.2274,   29309.98746445711,   29309.98746445711,  -14632560972.42442,  -138778676282.3108,  -60162044420.44357,   29159.12373778155,  -2724.600612709746,  -1182.124998720192,  -14632560972.42442,  -138778676282.3108,  -60162044420.44357,   29159.12373778155,  -2724.600612709746,  -1182.124998720192
                 780,0,                   0,0,                   0,   151964156534.9726,   151964156534.9726,   29309.98692473082,   29309.98692473082,  -14632269381.20252,  -138778703528.0513,   -60162056241.5783,   29159.12900730671,  -2724.548264848564,  -1182.102286457025,  -14632269381.20252,  -138778703528.0513,   -60162056241.5783,   29159.12900730671,  -2724.548264848564,  -1182.102286457025
                 790,0,                   0,0,                   0,   151964158019.7104,   151964158019.7104,   29309.98638500958,   29309.98638500958,   -14631977789.8546,  -138778730773.2751,  -60162068062.48888,   29159.13427672612,  -2724.495916971404,  -1182.079574186412,   -14631977789.8546,  -138778730773.2751,  -60162068062.48888,   29159.13427672612,  -2724.495916971404,  -1182.079574186412
                 800,0,                   0,0,                   0,   151964159504.4401,   151964159504.4401,   29309.98584529365,   29309.98584529365,   -14631686198.5273,  -138778758017.9686,  -60162079883.16936,   29159.13954603715,  -2724.443569104594,  -1182.056861919776,   -14631686198.5273,  -138778758017.9686,  -60162079883.16936,   29159.13954603715,  -2724.443569104594,  -1182.056861919776
                 810,0,                   0,0,                   0,   151964160989.1625,   151964160989.1625,   29309.98530558277,   29309.98530558277,    -14631394607.074,  -138778785262.1455,   -60162091703.6257,   29159.14481524242,  -2724.391221221808,  -1182.034149645693,    -14631394607.074,  -138778785262.1455,   -60162091703.6257,   29159.14481524242,  -2724.391221221808,  -1182.034149645693
                 820,0,                   0,0,                   0,    151964162473.877,    151964162473.877,   29309.98476587707,   29309.98476587707,  -14631103015.56799,   -138778812505.799,  -60162103523.85492,   29159.15008434063,   -2724.33887333621,  -1182.011437369877,  -14631103015.56799,   -138778812505.799,  -60162103523.85492,   29159.15008434063,   -2724.33887333621,  -1182.011437369877
                 830,0,                   0,0,                   0,   151964163958.5835,   151964163958.5835,   29309.98422617669,   29309.98422617669,  -14630811424.08263,   -138778839748.922,  -60162115343.85403,   29159.15535333044,  -2724.286525460961,  -1181.988725098037,  -14630811424.08263,   -138778839748.922,  -60162115343.85403,   29159.15535333044,  -2724.286525460961,  -1181.988725098037
                 840,0,                   0,0,                   0,   151964165443.2826,   151964165443.2826,   29309.98368648136,   29309.98368648136,  -14630519832.47125,  -138778866991.5285,    -60162127163.629,   29159.16062221451,  -2724.234177569736,  -1181.966012818752,  -14630519832.47125,  -138778866991.5285,    -60162127163.629,   29159.16062221451,  -2724.234177569736,  -1181.966012818752
                 850,0,                   0,0,                   0,   151964166927.9735,   151964166927.9735,   29309.98314679132,   29309.98314679132,   -14630228240.8805,  -138778894233.6046,  -60162138983.17387,   29159.16589099018,  -2724.181829688862,  -1181.943300543444,   -14630228240.8805,  -138778894233.6046,  -60162138983.17387,   29159.16589099018,  -2724.181829688862,  -1181.943300543444
                 860,0,                   0,0,                   0,   151964168412.6571,   151964168412.6571,   29309.98260710636,   29309.98260710636,  -14629936649.16375,  -138778921475.1642,  -60162150802.49458,   29159.17115966012,  -2724.129481792012,  -1181.920588260691,  -14629936649.16375,  -138778921475.1642,  -60162150802.49458,   29159.17115966012,  -2724.129481792012,  -1181.920588260691
                 870,0,                   0,0,                   0,   151964169897.3326,   151964169897.3326,    29309.9820674267,    29309.9820674267,  -14629645057.46763,  -138778948716.1933,  -60162162621.58521,   29159.17642822165,  -2724.077133905513,  -1181.897875981914,  -14629645057.46763,  -138778948716.1933,  -60162162621.58521,   29159.17642822165,  -2724.077133905513,  -1181.897875981914
                 880,0,                   0,0,                   0,   151964171382.0007,   151964171382.0007,   29309.98152775208,   29309.98152775208,   -14629353465.6455,  -138778975956.7058,  -60162174440.45169,   29159.18169667744,  -2724.024786003039,  -1181.875163695693,   -14629353465.6455,  -138778975956.7058,  -60162174440.45169,   29159.18169667744,  -2724.024786003039,  -1181.875163695693
                 890,0,                   0,0,                   0,    151964172866.661,    151964172866.661,   29309.98098808265,   29309.98098808265,  -14629061873.77069,  -138779003196.6949,  -60162186259.09104,   29159.18696502617,  -2723.972438097752,  -1181.852451407737,  -14629061873.77069,  -138779003196.6949,  -60162186259.09104,   29159.18696502617,  -2723.972438097752,  -1181.852451407737
                 900,0,                   0,0,                   0,   151964174351.3132,   151964174351.3132,   29309.98044841854,   29309.98044841854,  -14628770281.91652,  -138779030436.1536,  -60162198077.50029,    29159.1922332665,  -2723.920090202816,  -1181.829739123759,  -14628770281.91652,  -138779030436.1536,  -60162198077.50029,    29159.1922332665,  -2723.920090202816,  -1181.829739123759
                 910,0,                   0,0,                   0,    151964175835.958,    151964175835.958,   29309.97990875947,   29309.97990875947,  -14628478689.93635,  -138779057675.0957,  -60162209895.68541,   29159.19750140108,  -2723.867742291905,  -1181.807026832336,  -14628478689.93635,  -138779057675.0957,  -60162209895.68541,   29159.19750140108,  -2723.867742291905,  -1181.807026832336
                 920,0,                   0,0,                   0,   151964177320.5948,   151964177320.5948,   29309.97936910572,   29309.97936910572,  -14628187097.97682,  -138779084913.5075,  -60162221713.64042,   29159.20276942728,  -2723.815394391347,   -1181.78431454489,  -14628187097.97682,  -138779084913.5075,  -60162221713.64042,   29159.20276942728,  -2723.815394391347,   -1181.78431454489
                 930,0,                   0,0,                   0,   151964178805.2241,   151964178805.2241,   29309.97882945701,   29309.97882945701,  -14627895505.89128,  -138779112151.4027,  -60162233531.37128,   29159.20803734772,  -2723.763046474813,      -1181.76160225,  -14627895505.89128,  -138779112151.4027,  -60162233531.37128,   29159.20803734772,  -2723.763046474813,      -1181.76160225
                 940,0,                   0,0,                   0,   151964180289.8453,   151964180289.8453,   29309.97828981362,   29309.97828981362,  -14627603913.82639,  -138779139388.7675,  -60162245348.87204,   29159.21330515978,   -2723.71069856863,  -1181.738889959087,  -14627603913.82639,  -138779139388.7675,  -60162245348.87204,   29159.21330515978,   -2723.71069856863,  -1181.738889959087
                 950,0,                   0,0,                   0,   151964181774.4592,   151964181774.4592,   29309.97775017528,   29309.97775017528,  -14627312321.63549,  -138779166625.6157,  -60162257166.14867,   29159.21857286609,  -2723.658350646474,  -1181.716177660729,  -14627312321.63549,  -138779166625.6157,  -60162257166.14867,   29159.21857286609,  -2723.658350646474,  -1181.716177660729
                 960,0,                   0,0,                   0,   151964183259.0653,   151964183259.0653,   29309.97721054213,   29309.97721054213,  -14627020729.39193,  -138779193861.9404,  -60162268983.19815,   29159.22384046534,  -2723.606002721505,  -1181.693465360637,  -14627020729.39193,  -138779193861.9404,  -60162268983.19815,   29159.22384046534,  -2723.606002721505,  -1181.693465360637
                 970,0,                   0,0,                   0,   151964184743.6632,   151964184743.6632,   29309.97667091429,   29309.97667091429,  -14626729137.16901,  -138779221097.7347,  -60162280800.01754,   29159.22910795619,  -2723.553654806889,  -1181.670753064524,  -14626729137.16901,  -138779221097.7347,  -60162280800.01754,   29159.22910795619,  -2723.553654806889,  -1181.670753064524
                 980,0,                   0,0,                   0,   151964186228.2539,   151964186228.2539,   29309.97613129149,   29309.97613129149,  -14626437544.82009,  -138779248333.0125,  -60162292616.61279,    29159.2343753413,  -2723.501306876299,  -1181.648040760966,  -14626437544.82009,  -138779248333.0125,  -60162292616.61279,    29159.2343753413,  -2723.501306876299,  -1181.648040760966
                 990,0,                   0,0,                   0,   151964187712.8364,   151964187712.8364,   29309.97559167401,   29309.97559167401,  -14626145952.49182,  -138779275567.7599,  -60162304432.97795,   29159.23964261802,   -2723.44895895606,  -1181.625328461385,  -14626145952.49182,  -138779275567.7599,  -60162304432.97795,   29159.23964261802,   -2723.44895895606,  -1181.625328461385
                1000,0,                   0,0,                   0,   151964189197.4114,   151964189197.4114,   29309.97505206157,   29309.97505206157,  -14625854360.03756,  -138779302801.9907,  -60162316249.11895,   29159.24490978898,  -2723.396611019848,  -1181.602616154361,  -14625854360.03756,  -138779302801.9907,  -60162316249.11895,   29159.24490978898,  -2723.396611019848,  -1181.602616154361
