sys.exec.out.time {s},luwinds.altitude {1},luwinds.lookup_table_winds.altitude {m},luwinds.lookup_table_winds.u {m/s},luwinds.lookup_table_winds.v {m/s},luwinds.lookup_table_winds.w {m/s},luwinds.lookup_table_winds.rho {kg/m3},luwinds.lookup_table_winds.P {N/m2},luwinds.lookup_table_winds.T {K},luwinds.lookup_table_winds.wind_number {--},luwinds.lookup_table_winds.SOS {m/s},luwinds.lookup_table_winds.wind_velocity_tc[0] {m/s},luwinds.lookup_table_winds.wind_velocity_tc[1] {m/s},luwinds.lookup_table_winds.wind_velocity_tc[2] {m/s},luwinds.lookup_table_winds.wind_angle_blowing_from {rad},luwinds.lookup_table_winds.wind_vmag {m/s}
                   0,               -3000,               -3000,                  -0,                   0,                   0,   1.218999981880188,              101000,   287.8099975585938,1771,   340.5829125867197,                   0,                  -0,                  -0,   3.141592653589793,                   0
                   1,               -1000,               -1000,                  -0,                   0,                   0,   1.218999981880188,              101000,   287.8099975585938,1771,   340.5829125867197,                   0,                  -0,                  -0,   3.141592653589793,                   0
                   2,                1000,                1000,  -1.740000009536743,   5.579999923706055,                   0,    1.08899998664856,               89950,   287.6000061035156,1771,   340.0561741851057,   5.579999923706055,  -1.740000009536743,                  -0,   2.839320149566332,   5.844997791423658
                   3,                3000,                3000,   9.930000305175781,  -3.390000104904175,                   0,  0.8776999711990356,               70860,   281.5400085449219,1771,   336.1952319260341,  -3.390000104904175,   9.930000305175781,                  -0,   5.041372681757457,   10.49271207896421
                   4,                5000,                5000,   18.53000068664551,  -1.190000057220459,                   0,  0.7164999842643738,               55420,   269.6700134277344,1771,   329.0706779722967,  -1.190000057220459,   18.53000068664551,                  -0,   4.776521096091467,   18.56817238134296
                   5,                7000,                7000,                32.5, -0.9399999976158142,                   0,  0.5791000127792358,               43110,   258.9700012207031,1771,   322.8317512420168, -0.9399999976158142,                32.5,                  -0,   4.741303996134357,   32.51359100430953
                   6,                9000,                9000,    41.2599983215332,   11.15999984741211,                   0,  0.4686000049114227,               32670,   242.9900054931641,1771,   312.4190019505965,   11.15999984741211,    41.2599983215332,                  -0,   4.448229915994451,   42.74263747228476
                   7,               11000,               11000,   41.65999984741211,   10.02000045776367,                   0,  0.3763999938964844,               24490,   226.6499938964844,1771,    301.809986936436,   10.02000045776367,   41.65999984741211,                  -0,   4.476353801304239,    42.8480570908409
                   8,               13000,               13000,   45.47000122070312,   18.94000053405762,                   0,  0.2901999950408936,               18260,   218.3800048828125,1771,   296.8012352551365,   18.94000053405762,   45.47000122070312,                  -0,   4.317707177130336,   49.25692470344496
                   9,               15000,               15000,   40.29000091552734,  0.3300000131130219,                   0,  0.2223999947309494,               13250,   206.9100036621094,1771,   288.8049088180202,  0.3300000131130219,   40.29000091552734,                  -0,   4.704198545377831,   40.29135234491204
                  10,               17000,               17000,    28.3700008392334,   9.340000152587891,                   0,  0.1624000072479248,                9332,   199.9799957275391,1771,   283.6340463901614,   9.340000152587891,    28.3700008392334,                  -0,   4.394344077332907,   29.86791841539088
                  11,               19000,               19000,   11.88000011444092,  -1.820000052452087,                   0,  0.1186000034213066,                6692,   196.7799987792969,1771,    281.060382656958,  -1.820000052452087,   11.88000011444092,                  -0,   4.864405720643199,   12.01860236924584
                  12,               21000,               21000,  0.2000000029802322, -0.7900000214576721,                   0, 0.08182000368833542,                4771,   203.2400054931641,1771,   285.7189061182179, -0.7900000214576721,  0.2000000029802322,                  -0,   6.035230465280852,  0.8149233308080063
                  13,               23000,               23000,   7.860000133514404,  -3.380000114440918,                   0, 0.05747000128030777,                3434,   208.1499938964844,1771,    289.230148024261,  -3.380000114440918,   7.860000133514404,                  -0,   5.118508519259971,   8.555933781444727
                  14,               25000,               25000,  -5.960000038146973,  -2.430000066757202,                   0, 0.04058999940752983,                2491,   213.7700042724609,1771,   293.1172375973238,  -2.430000066757202,  -5.960000038146973,                  -0,   1.183654148199631,   6.436342189407887
                  15,               27000,               27000,  -3.829999923706055,  -1.899999976158142,                   0, 0.02916000038385391,                1800,   215.0899963378906,1771,   293.9723659611815,  -1.899999976158142,  -3.829999923706055,                  -0,   1.110286779872449,   4.275382944835389
                  16,               29000,               29000,  -5.940000057220459,  0.5199999809265137,                   0, 0.02133000083267689,                1322,   215.4400024414062,1771,   294.5671475150636,  0.5199999809265137,  -5.940000057220459,                  -0,    1.65811580332589,   5.962717556613145
                  17,               31000,               31000,   24.95999908447266,                 0.5,                   0, 0.01576000079512596,   992.2000122070312,   218.6799926757812,1771,   296.8831260718233,                 0.5,   24.95999908447266,                  -0,   4.692359607230938,   24.96500659516989
                  18,               33000,               33000,   25.53000068664551,   3.259999990463257,                   0, 0.01109000016003847,                 730,   229.4100036621094,1771,   303.5705739198261,   3.259999990463257,   25.53000068664551,                  -0,   4.585383393382541,   25.73729851786975
                  19,               35000,               35000,   6.960000038146973,   2.900000095367432,                   0,0.007984999567270279,   540.2000122070312,   236.0200042724609,1771,   307.7541118684234,   2.900000095367432,   6.960000038146973,                  -0,   4.317597850955543,   7.540000071892372
                  20,               37000,               37000,   36.84000015258789,   2.799999952316284,                   0,0.005882999859750271,   405.8999938964844,   240.3699951171875,1771,   310.7950700334223,   2.799999952316284,   36.84000015258789,                  -0,    4.63653048413348,   36.94625300318893
                  21,               39000,               39000,   46.20999908447266,  -6.510000228881836,                   0,0.004368000198155642,               307.5,   245.3800048828125,1771,    313.938987442772,  -6.510000228881836,   46.20999908447266,                  -0,   4.852346533528766,   46.66630602872918
                  22,               41000,               41000,   26.61000061035156,   1.220000028610229,                   0,0.003259999910369515,                 233,   250.5099945068359,1771,   316.3247578744663,   1.220000028610229,   26.61000061035156,                  -0,   4.666573637684078,   26.63795285964594
                  23,               43000,               43000,    36.9900016784668,   7.940000057220459,                   0,0.002422000048682094,   178.1999969482422,   256.9700012207031,1771,   320.9451300649184,   7.940000057220459,    36.9900016784668,                  -0,   4.500944894411995,    37.8325762416682
                  24,               45000,               45000,   72.70999908447266,   10.56999969482422,                   0,0.001835000002756715,               137.5,   262.3800048828125,1771,   323.8898454644582,   10.56999969482422,   72.70999908447266,                  -0,   4.568028215178785,    73.4742734595763
                  25,               47000,               47000,   75.86000061035156,   15.64999961853027,                   0,0.001506999949924648,   108.3000030517578,   251.8500061035156,1771,   317.1915676437784,   15.64999961853027,   75.86000061035156,                  -0,     4.5089421019036,   77.45748627900687
                  26,               49000,               49000,   54.86000061035156,   15.13000011444092,                   0,0.001147000002674758,   84.38999938964844,    257.010009765625,1771,   320.9429204901167,   15.13000011444092,   54.86000061035156,                  -0,   4.443285741598848,   56.90814151271113
                  27,               51000,               51000,   76.34999847412109,   21.40999984741211,                   0,0.0008927999879233539,   65.41000366210938,    256.510009765625,1771,    320.264658640985,   21.40999984741211,   76.34999847412109,                  -0,   4.438991664129244,   79.29508408763105
                  28,               53000,               53000,   75.83000183105469,   6.809999942779541,                   0,0.0006799999973736703,   49.81000137329102,    257.010009765625,1771,   320.2342942650545,   6.809999942779541,   75.83000183105469,                  -0,   4.622823109488872,   76.13517765736424
                  29,               55000,               55000,   95.51000213623047,   16.22999954223633,                   0,0.0005369000136852264,   38.52999877929688,   252.9600067138672,1771,   316.9690133173442,   16.22999954223633,   95.51000213623047,                  -0,   4.544067011719319,   96.87916903650516
                  30,               57000,               57000,   91.83999633789062,   13.46000003814697,                   0,0.0004171000036876649,   29.64999961853027,   247.8300018310547,1771,   315.4686934088452,   13.46000003814697,   91.83999633789062,                  -0,   4.566865766182813,   92.82109958608915
                  31,               59000,               59000,   95.62999725341797,   15.67000007629395,                   0,0.0003389999910723418,   23.01000022888184,   237.1499938964844,1771,   308.2637703661451,   15.67000007629395,   95.62999725341797,                  -0,   4.549971650559834,   96.90534183975505
                  32,               61000,               61000,   83.66999816894531,   22.46999931335449,                   0,0.0002679000026546419,   17.79000091552734,   232.8200073242188,1771,   304.9057707868727,   22.46999931335449,   83.66999816894531,                  -0,    4.45002441913809,    86.6346897191504
                  33,               63000,               63000,   58.86999893188477,   18.45999908447266,                   0,0.0002034000062849373,    13.5600004196167,   233.6300048828125,1771,   305.5050463373835,   18.45999908447266,   58.86999893188477,                  -0,   4.408527539914589,   61.69642080736001
                  34,               65000,               65000,   48.22999954223633,   16.52000045776367,                   0, 0.00015999999595806,   10.31999969482422,   226.5299987792969,1771,   300.4995833788822,   16.52000045776367,   48.22999954223633,                  -0,   4.382388493201335,   50.98081277273469
                  35,               67000,               67000,   39.06000137329102,   17.95999908447266,                   0,0.0001205000007757917,   7.645999908447266,   223.8800048828125,1771,   298.0489781649086,   17.95999908447266,   39.06000137329102,                  -0,   4.281410875549371,   42.99122322516254
                  36,               69000,               69000,   43.38999938964844,   23.31999969482422,                   0,9.041000157594681e-05,   5.671000003814697,   219.9299926757812,1771,   296.3368111836856,   23.31999969482422,   43.38999938964844,                  -0,   4.219231320730785,   49.25966334436618
                  37,               71000,               71000,   48.72999954223633,   31.43000030517578,                   0,6.666000263066962e-05,   4.197000026702881,   220.0399932861328,1771,     296.89360327176,   31.43000030517578,   48.72999954223633,                  -0,   4.139549042431341,   57.98670342905952
                  38,               73000,               73000,   50.38999938964844,   25.88999938964844,                   0,4.966000051354058e-05,   3.065000057220459,   216.4499969482422,1771,   293.9516494352357,   25.88999938964844,   50.38999938964844,                  -0,   4.237768421029649,   56.65195589637455
                  39,               75000,               75000,   58.90000152587891,   34.79000091552734,                   0,3.636000110418536e-05,   2.240999937057495,   217.1199951171875,1771,   293.7466998435277,   34.79000091552734,   58.90000152587891,                  -0,    4.17886384759486,   68.40726820631657
                  40,               77000,               77000,   48.02999877929688,   29.60000038146973,                   0,2.669000059540849e-05,   1.646999955177307,   214.8600006103516,1771,   293.9249951993082,   29.60000038146973,   48.02999877929688,                  -0,    4.16008371783184,   56.41844383995598
                  41,               79000,               79000,   51.15000152587891,   32.38000106811523,                   0,2.010000025620684e-05,   1.200999975204468,   209.6799926757812,1771,   289.2261027296885,   32.38000106811523,   51.15000152587891,                  -0,   4.148028914874601,   60.53748529026092
                  42,               81000,               81000,   30.29999923706055,    43.2599983215332,                   0,1.44200002978323e-05,  0.8795999884605408,   212.9600067138672,1771,   292.2294567087142,    43.2599983215332,   30.29999923706055,                  -0,   3.752597823999435,    52.8158821619494
                  43,               83000,               83000,   14.60999965667725,   41.63000106811523,                   0,9.903999853122514e-06,  0.6320000290870667,   218.8500061035156,1771,   298.8940394079088,   41.63000106811523,   14.60999965667725,                  -0,   3.479112494693641,   44.11925972746352
                  44,               85000,               85000,   19.88999938964844,   44.93000030517578,                   0,7.556000127806328e-06,  0.4544000029563904,   209.5399932861328,1771,   290.1597726616625,   44.93000030517578,   19.88999938964844,                  -0,   3.558349816008543,   49.13569988453722
                  45,               87000,               87000,   12.60999965667725,   56.97000122070312,                   0,4.99399993714178e-06,  0.3115000128746033,   211.9700012207031,1771,   289.8307579801445,   56.97000122070312,   12.60999965667725,                  -0,   3.359425080423435,   58.34889142415917
                  46,               89000,               89000,   12.77000045776367,   38.72999954223633,                   0,3.019999894604553e-06,  0.2113000005483627,   224.0399932861328,1771,   289.9662584669416,   38.72999954223633,   12.77000045776367,                  -0,   3.460086409855312,   40.78094869216397
                  47,               91000,               91000,   50.29999923706055,   34.54999923706055,                   0,2.435999931549304e-06,  0.1516000032424927,   208.9700012207031,1771,   276.0941254842465,   34.54999923706055,   50.29999923706055,                  -0,   4.110523631796849,    61.0228839905914
                  48,               93000,               93000,   27.60000038146973,   52.95999908447266,                   0,1.548999989609001e-06,  0.1042999997735023,   214.1000061035156,1771,              274.61,   52.95999908447266,   27.60000038146973,                  -0,   3.622015214563493,   59.72036105118985
                  49,               95000,               95000,   20.60000038146973,   46.65999984741211,                   0,1.196999960484391e-06,  0.0725800022482872,   200.9900054931641,1771,              274.61,   46.65999984741211,   20.60000038146973,                  -0,   3.557348548567873,   51.00505466595493
                  50,               97000,               97000,   25.29000091552734,   32.52999877929688,                   0,8.791000141172844e-07, 0.05014000087976456,   197.6600036621094,1771,              274.61,   32.52999877929688,   25.29000091552734,                  -0,   3.802423001634186,   41.20418627868326
                  51,               99000,               99000,  -5.320000171661377,   44.15000152587891,                   0,6.98400015153311e-07, 0.03706000000238419,   188.8500061035156,1771,              274.61,   44.15000152587891,  -5.320000171661377,                  -0,   3.021672529269507,   44.46937189304102
                  52,              101000,              101000,  -12.59000015258789,   64.06999969482422,                   0,5.053000222687842e-07, 0.02787999995052814,   187.3399963378906,1771,              274.61,   64.06999969482422,  -12.59000015258789,                  -0,   2.947561047340551,   65.29527520990274
                  53,              103000,              103000,  -29.69000053405762,   99.27999877929688,                   0,3.049999861559627e-07, 0.01937999948859215,   209.8800048828125,1771,              274.61,   99.27999877929688,  -29.69000053405762,                  -0,   2.851004716525471,   103.6243904171674
                  54,              105000,              105000,  -11.67000007629395,   66.26000213623047,                   0,2.265999938799723e-07, 0.01527999993413687,   225.1100006103516,1771,              274.61,   66.26000213623047,  -11.67000007629395,                  -0,   2.967256251904478,   67.27983936421049
                  55,              107000,              107000,  -28.82999992370605,   47.41999816894531,                   0,1.706000034573663e-07, 0.01140000019222498,   231.9100036621094,1771,              274.61,   47.41999816894531,  -28.82999992370605,                  -0,   2.595332479395695,     55.496172137758
                  56,              109000,              109000,  -33.40000152587891,   53.38000106811523,                   0,1.198999939333589e-07,0.009538000449538231,               262.5,1771,              274.61,   53.38000106811523,  -33.40000152587891,                  -0,   2.582488310246802,   62.96812380848501
                  57,              111000,              111000,  -48.47999954223633,   30.98999977111816,                   0,8.733000100846766e-08,0.007708999793976545,   286.6799926757812,1771,              274.61,   30.98999977111816,  -48.47999954223633,                  -0,     2.1395649713841,   57.53859957827562
                  58,              113000,              113000,  -48.27000045776367,   45.29000091552734,                   0,6.324000167978738e-08,0.006504999939352274,   327.8200073242188,1771,              274.61,   45.29000091552734,  -48.27000045776367,                  -0,   2.324354041547785,   66.19046099794873
                  59,              115000,              115000,  -44.41999816894531,   71.83000183105469,                   0,4.844000045522989e-08,0.005404999945312738,   354.4500122070312,1771,              274.61,   71.83000183105469,  -44.41999816894531,                  -0,   2.587750216513657,   84.45522719393054
                  60,              117000,              117000,   -20.8700008392334,   91.98999786376953,                   0,3.661000036458972e-08,0.004470000043511391,   389.2099914550781,1771,              274.61,   91.98999786376953,   -20.8700008392334,                  -0,   2.918496654589486,   94.32770877110249
                  61,              119000,              119000,  -5.590000152587891,   94.37000274658203,                   0,3.191000175206682e-08,0.003890000050887465,   321.4200134277344,1771,              274.61,   94.37000274658203,  -5.590000152587891,                  -0,   3.082426862558897,   94.53541939450966
                  62,              121000,              121000,  -3.839999914169312,   79.55000305175781,                   0,2.340000015976784e-08,0.003230999922379851,   390.9400024414062,1771,              274.61,   79.55000305175781,  -3.839999914169312,                  -0,   3.093358569985548,   79.64263044924807
                  63,              123000,              123000,  -7.960000038146973,   71.73000335693359,                   0,1.779000058377278e-08,0.002622999949380755,   446.3500061035156,1771,              274.61,   71.73000335693359,  -7.960000038146973,                  -0,   3.031073150667356,   72.17031926071135
                  64,              125000,              125000,  -24.29999923706055,   95.11000061035156,                   0,1.416000028342523e-08,0.002187999896705151,   468.8999938964844,1771,              274.61,   95.11000061035156,  -24.29999923706055,                  -0,   2.891450236563991,   98.16517803693027
                  65,              127000,              127000,  -31.60000038146973,   99.37000274658203,                   0,1.112000003189451e-08,0.001785999978892505,   515.6199951171875,1771,              274.61,   99.37000274658203,  -31.60000038146973,                  -0,   2.833701881596775,   104.2734744312503
                  66,              129000,              129000,   3.529999971389771,   77.30000305175781,                   0,8.906999582336539e-09, 0.00152900000102818,   584.8699951171875,1771,              274.61,   77.30000305175781,   3.529999971389771,                  -0,   3.187227182328785,     77.380561975213
                  67,              131000,              131000,   10.13000011444092,   59.97000122070312,                   0,7.904000121072841e-09,0.001376000000163913,   536.9400024414062,1771,              274.61,   59.97000122070312,   10.13000011444092,                  -0,   3.308930811083684,   60.81955235555181
                  68,              133000,              133000,                27.5,   93.40000152587891,                   0,6.72699984605174e-09,0.001199000049382448,   561.4000244140625,1771,              274.61,   93.40000152587891,                27.5,                  -0,   3.427933895544224,   97.36431730893091
                  69,              135000,              135000,   22.81999969482422,   158.9400024414062,                   0,5.32700017430443e-09,0.001107000047340989,   657.3800048828125,1771,              274.61,   158.9400024414062,   22.81999969482422,                  -0,   3.284194301533882,   160.5698501031436
                  70,              137000,              137000,   64.62000274658203,   194.7700042724609,                   0,4.569999934034286e-09,0.001032999949529767,   687.1900024414062,1771,              274.61,   194.7700042724609,   64.62000274658203,                  -0,   3.461940906637442,   205.2098908904313
                  71,              139000,              139000,               30.25,   175.8099975585938,                   0,4.162000077911898e-09,0.0009120000177063048,    641.969970703125,1771,              274.61,   175.8099975585938,               30.25,                  -0,   3.311984993275862,   178.3934352535225
                  72,              141000,              141000,   2.680000066757202,   149.4900054931641,                   0,3.308000096069463e-09,0.0008232999825850129,   733.7000122070312,1771,              274.61,   149.4900054931641,   2.680000066757202,                  -0,   3.159518353681339,   149.5140265751145
                  73,              143000,              143000,  -69.44999694824219,   160.8300018310547,                   0,2.926000108871563e-09,0.0007350000087171793,   744.2000122070312,1771,              274.61,   160.8300018310547,  -69.44999694824219,                  -0,   2.733957595168394,   175.1844501235424
                  74,              145000,              145000,   -56.7599983215332,   149.3099975585938,                   0,2.613000038564905e-09,0.0006664000102318823,   739.0800170898438,1771,              274.61,   149.3099975585938,   -56.7599983215332,                  -0,   2.778315731392696,   159.7346949801693
                  75,              147000,              147000,  -65.06999969482422,   174.3999938964844,                   0,2.319999969913056e-09,0.0006056000129319727,   772.9400024414062,1771,              274.61,   174.3999938964844,  -65.06999969482422,                  -0,   2.784481921189769,   186.1436615396243
                  76,              149000,              149000,  -41.81000137329102,   153.7599945068359,                   0,2.049999947573156e-09,0.0005579999997280538,   797.1699829101562,1771,              274.61,   153.7599945068359,  -41.81000137329102,                  -0,   2.876094664180008,   159.3430642531291
                  77,              151000,              151000,  -53.43000030517578,   155.7299957275391,                   0,1.916000025303788e-09,0.0005029999883845448,   757.9500122070312,1771,              274.61,   155.7299957275391,  -53.43000030517578,                  -0,   2.811083525389468,   164.6408105601719
                  78,              153000,              153000,  -18.70999908447266,   155.8699951171875,                   0,1.884000067065017e-09,0.0004735999973490834,   675.2999877929688,1771,              274.61,   155.8699951171875,  -18.70999908447266,                  -0,   3.022128312440053,   156.9889150340655
                  79,              155000,              155000,   27.04999923706055,   70.65000152587891,                   0,1.796000015374943e-09,0.0004250000056345016,   631.4000244140625,1771,              274.61,   70.65000152587891,   27.04999923706055,                  -0,   3.507248013180505,   75.65133954089424
                  80,              157000,              157000,   71.83000183105469,   45.88000106811523,                   0,1.560999995930956e-09,0.0004029000119771808,   705.3099975585938,1771,              274.61,   45.88000106811523,   71.83000183105469,                  -0,   4.143977036371788,   85.23217503419454
                  81,              159000,              159000,   78.58999633789062,   107.6399993896484,                   0,1.335999977314373e-09,0.0003727999865077436,    787.780029296875,1771,              274.61,   107.6399993896484,   78.58999633789062,                  -0,   3.772247962040352,   133.2769934872226
                  82,              161000,              161000,   69.83999633789062,                51.5,                   0,1.304000019075602e-09,0.0003397999971639365,   722.9199829101562,1771,              274.61,                51.5,   69.83999633789062,                  -0,    4.07700088478106,   86.77485285770628
                  83,              163000,              163000,   124.1699981689453,   70.48999786376953,                   0,1.172000052562794e-09,0.0003202999942004681,   760.0999755859375,1771,              274.61,   70.48999786376953,   124.1699981689453,                  -0,   4.196066129009759,   142.7831511212374
                  84,              165000,              165000,   152.2700042724609,   52.95000076293945,                   0,1.092000045943564e-09,0.000298400002066046,   742.8200073242188,1771,              274.61,   52.95000076293945,   152.2700042724609,                  -0,   4.377731111898051,   161.2136991137247
                  85,              167000,              167000,   165.8500061035156,   15.55000019073486,                   0,1.002000038496931e-09,0.0002772999869193882,   760.8699951171875,1771,              274.61,   15.55000019073486,   165.8500061035156,                  -0,   4.618902862432739,   166.5773905140431
                  86,              169000,              169000,               144.5,   92.84999847412109,                   0,9.068999995420768e-10,0.0002553999947849661,              776.75,1771,              274.61,   92.84999847412109,               144.5,                  -0,   4.141261397305256,   171.7596350038166
                  87,              171000,              171000,   151.8200073242188,   58.90999984741211,                   0,8.55000015231866e-10,0.0002314000012120232,     761.97998046875,1771,              274.61,   58.90999984741211,   151.8200073242188,                  -0,   4.342248075014055,   162.8487110969808
                  88,              173000,              173000,   137.1199951171875,   101.5299987792969,                   0,7.370000165707324e-10,0.0002077999961329624,   843.6199951171875,1771,              274.61,   101.5299987792969,   137.1199951171875,                  -0,    4.07503030360283,   170.6172139998234
                  89,              175000,              175000,              145.75,   144.0800018310547,                   0,7.043999827871517e-10,0.0002048000023933128,     825.27001953125,1771,              274.61,   144.0800018310547,              145.75,                  -0,    3.93275274528018,   204.9441617310352
                  90,              177000,              177000,   71.56999969482422,   164.2899932861328,                   0,6.602999813587473e-10,0.0001981999957934022,   803.9600219726562,1771,              274.61,   164.2899932861328,   71.56999969482422,                  -0,   3.552434234322066,   179.2023067660534
                  91,              179000,              179000,                  20,   176.5200042724609,                   0,6.131999907843522e-10,0.000186100005521439,   808.8300170898438,1771,              274.61,   176.5200042724609,                  20,                  -0,   3.254413132972858,   177.6494072839806
                  92,              181000,              181000,    44.0099983215332,   204.1100006103516,                   0,5.731999874747373e-10,0.0001741000014590099,   819.8900146484375,1771,              274.61,   204.1100006103516,    44.0099983215332,                  -0,   3.353960408419419,   208.8007957394298
                  93,              183000,              183000,   47.02999877929688,   116.7099990844727,                   0,5.197999808359555e-10,0.0001607000012882054,   846.6099853515625,1771,              274.61,   116.7099990844727,   47.02999877929688,                  -0,    3.52465210988728,   125.8294268900493
                  94,              185000,              185000,   47.02999877929688,   116.7099990844727,                   0,5.197999808359555e-10,0.0001607000012882054,   846.6099853515625,1771,              274.61,   116.7099990844727,   47.02999877929688,                  -0,    3.52465210988728,   125.8294268900493
                  95,              187000,              187000,   47.02999877929688,   116.7099990844727,                   0,5.197999808359555e-10,0.0001607000012882054,   846.6099853515625,1771,              274.61,   116.7099990844727,   47.02999877929688,                  -0,    3.52465210988728,   125.8294268900493
